FECHA,AÑO,MES,ESTACIÓN DEL AÑO,EVENTO INTERANUAL,Estacion,TSM,Chla,Longitud,Latitud,MES_NUM,ONI,Cluster
1997-09-01,1997,Septiembre,Otoño,Niño,Est 1°,31.4417,0.1351,-109.3,23.8,9,2.3,3
1997-10-01,1997,Octubre,Otoño,Niño,Est 1°,30.575,0.1281,-109.3,23.8,10,2.4,3
1997-11-01,1997,Noviembre,Otoño,Niño,Est 1°,27.8917,0.2229,-109.3,23.8,11,2.4,3
1997-12-01,1997,Diciembre,Invierno,Niño,Est 1°,25.825,0.4121,-109.3,23.8,12,2.2,3
1998-01-01,1998,Enero,Invierno,Niño,Est 1°,24.8,0.4254,-109.3,23.8,1,1.9,3
1998-02-01,1998,Febrero,Invierno,Niño,Est 1°,23.5583,0.3893,-109.3,23.8,2,1.4,3
1998-03-01,1998,Marzo,Primavera,Niño,Est 1°,22.5,0.3347,-109.3,23.8,3,1.0,3
1998-04-01,1998,Abril,Primavera,Niño,Est 1°,23.3333,0.3451,-109.3,23.8,4,0.5,3
1998-05-01,1998,Mayo,Primavera,Niño,Est 1°,25.3,0.2742,-109.3,23.8,5,-0.1,3
1998-06-01,1998,Junio,Verano,Normal,Est 1°,28.1667,0.1925,-109.3,23.8,6,-0.8,3
1998-07-01,1998,Julio,Verano,Niña,Est 1°,29.3667,0.172,-109.3,23.8,7,-1.1,3
1998-08-01,1998,Agosto,Verano,Niña,Est 1°,30.425,0.1601,-109.3,23.8,8,-1.3,3
1998-09-01,1998,Septiembre,Otoño,Niña,Est 1°,30.6417,0.1286,-109.3,23.8,9,-1.4,3
1998-10-01,1998,Octubre,Otoño,Niña,Est 1°,29.7667,0.1443,-109.3,23.8,10,-1.5,3
1998-11-01,1998,Noviembre,Otoño,Niña,Est 1°,27.25,0.204,-109.3,23.8,11,-1.6,3
1998-12-01,1998,Diciembre,Invierno,Niña,Est 1°,23.8417,0.6266,-109.3,23.8,12,-1.5,3
1999-01-01,1999,Enero,Invierno,Niña,Est 1°,21.4083,0.8888,-109.3,23.8,1,-1.3,3
1999-02-01,1999,Febrero,Invierno,Niña,Est 1°,20.6,0.7238,-109.3,23.8,2,-1.1,3
1999-03-01,1999,Marzo,Primavera,Niña,Est 1°,20.7083,0.6587,-109.3,23.8,3,-1.0,3
1999-04-01,1999,Abril,Primavera,Niña,Est 1°,22.0167,0.6221,-109.3,23.8,4,-1.0,3
1999-05-01,1999,Mayo,Primavera,Niña,Est 1°,23.6167,0.3516,-109.3,23.8,5,-1.0,3
1999-06-01,1999,Junio,Verano,Niña,Est 1°,27.2167,0.1904,-109.3,23.8,6,-1.1,3
1999-07-01,1999,Julio,Verano,Niña,Est 1°,29.2667,0.172,-109.3,23.8,7,-1.1,3
1999-08-01,1999,Agosto,Verano,Niña,Est 1°,30.3167,0.974,-109.3,23.8,8,-1.2,3
1999-09-01,1999,Septiembre,Otoño,Niña,Est 1°,29.7333,0.2235,-109.3,23.8,9,-1.3,3
1999-10-01,1999,Octubre,Otoño,Niña,Est 1°,29.925,0.1951,-109.3,23.8,10,-1.5,3
1999-11-01,1999,Noviembre,Otoño,Niña,Est 1°,27.3,0.6697,-109.3,23.8,11,-1.7,3
1999-12-01,1999,Diciembre,Invierno,Niña,Est 1°,23.3917,0.8427,-109.3,23.8,12,-1.7,3
2000-01-01,2000,Enero,Invierno,Niña,Est 1°,20.075,0.6253,-109.3,23.8,1,-1.4,3
2000-02-01,2000,Febrero,Invierno,Niña,Est 1°,21.2833,0.9974,-109.3,23.8,2,-1.1,3
2000-03-01,2000,Marzo,Primavera,Niña,Est 1°,21.5917,0.678,-109.3,23.8,3,-0.8,3
2000-04-01,2000,Abril,Primavera,Niña,Est 1°,23.325,0.5081,-109.3,23.8,4,-0.7,3
2000-05-01,2000,Mayo,Primavera,Niña,Est 1°,25.8917,0.3779,-109.3,23.8,5,-0.6,3
2000-06-01,2000,Junio,Verano,Niña,Est 1°,25.9083,0.2918,-109.3,23.8,6,-0.6,3
2000-07-01,2000,Julio,Verano,Niña,Est 1°,29.7833,0.2782,-109.3,23.8,7,-0.5,3
2000-08-01,2000,Agosto,Verano,Niña,Est 1°,31.175,0.4905,-109.3,23.8,8,-0.5,3
2000-09-01,2000,Septiembre,Otoño,Niña,Est 1°,30.5667,0.2095,-109.3,23.8,9,-0.6,3
2000-10-01,2000,Octubre,Otoño,Niña,Est 1°,30.2333,0.2488,-109.3,23.8,10,-0.7,3
2000-11-01,2000,Noviembre,Otoño,Niña,Est 1°,27.2667,0.4436,-109.3,23.8,11,-0.7,3
2000-12-01,2000,Diciembre,Invierno,Niña,Est 1°,23.0583,1.0186,-109.3,23.8,12,-0.7,3
2001-01-01,2001,Enero,Invierno,Niña,Est 1°,21.9667,0.6668,-109.3,23.8,1,-0.5,3
2001-02-01,2001,Febrero,Invierno,Niña,Est 1°,20.0167,0.7143,-109.3,23.8,2,-0.4,3
2001-03-01,2001,Marzo,Primavera,Normal,Est 1°,20.8167,0.9536,-109.3,23.8,3,-0.3,3
2001-04-01,2001,Abril,Primavera,Normal,Est 1°,22.3667,0.8986,-109.3,23.8,4,-0.3,3
2001-05-01,2001,Mayo,Primavera,Normal,Est 1°,25.3083,0.411,-109.3,23.8,5,-0.1,3
2001-06-01,2001,Junio,Verano,Normal,Est 1°,26.7583,0.4564,-109.3,23.8,6,-0.1,3
2001-07-01,2001,Julio,Verano,Normal,Est 1°,29.5583,0.2782,-109.3,23.8,7,-0.1,3
2001-08-01,2001,Agosto,Verano,Normal,Est 1°,30.825,0.2051,-109.3,23.8,8,-0.2,3
2001-09-01,2001,Septiembre,Otoño,Normal,Est 1°,31.05,0.1517,-109.3,23.8,9,-0.3,3
2001-10-01,2001,Octubre,Otoño,Normal,Est 1°,29.0583,0.3103,-109.3,23.8,10,-0.3,3
2001-11-01,2001,Noviembre,Otoño,Normal,Est 1°,28.5583,0.1922,-109.3,23.8,11,-0.3,3
2001-12-01,2001,Diciembre,Invierno,Normal,Est 1°,25.425,0.7603,-109.3,23.8,12,-0.1,3
2002-01-01,2002,Enero,Invierno,Normal,Est 1°,21.425,0.6646,-109.3,23.8,1,0.0,3
2002-02-01,2002,Febrero,Invierno,Normal,Est 1°,20.0167,0.6625,-109.3,23.8,2,0.1,3
2002-03-01,2002,Marzo,Primavera,Normal,Est 1°,21.6417,0.9606,-109.3,23.8,3,0.2,3
2002-04-01,2002,Abril,Primavera,Normal,Est 1°,22.9917,0.4259,-109.3,23.8,4,0.4,3
2002-05-01,2002,Mayo,Primavera,Normal,Est 1°,25.6333,0.313,-109.3,23.8,5,0.7,3
2002-06-01,2002,Junio,Verano,Niño,Est 1°,26.2833,0.2392,-109.3,23.8,6,0.8,3
2002-07-01,2002,Julio,Verano,Niño,Est 1°,28.3567,0.2211,-109.3,23.8,7,0.9,3
2002-08-01,2002,Agosto,Verano,Niño,Est 1°,30.9211,0.2018,-109.3,23.8,8,1.0,3
2002-09-01,2002,Septiembre,Otoño,Niño,Est 1°,30.9172,0.2343,-109.3,23.8,9,1.2,3
2002-10-01,2002,Octubre,Otoño,Niño,Est 1°,29.61,0.1867,-109.3,23.8,10,1.3,3
2002-11-01,2002,Noviembre,Otoño,Niño,Est 1°,27.2978,0.2794,-109.3,23.8,11,1.1,3
2002-12-01,2002,Diciembre,Invierno,Niño,Est 1°,25.075,0.4452,-109.3,23.8,12,0.9,3
2003-01-01,2003,Enero,Invierno,Niño,Est 1°,23.3472,0.4895,-109.3,23.8,1,0.6,3
2003-02-01,2003,Febrero,Invierno,Niño,Est 1°,23.2478,0.4069,-109.3,23.8,2,0.4,3
2003-03-01,2003,Marzo,Primavera,Normal,Est 1°,23.2389,0.3844,-109.3,23.8,3,0.0,3
2003-04-01,2003,Abril,Primavera,Normal,Est 1°,24.6656,0.3343,-109.3,23.8,4,-0.3,3
2003-05-01,2003,Mayo,Primavera,Normal,Est 1°,25.9739,0.1935,-109.3,23.8,5,-0.2,3
2003-06-01,2003,Junio,Verano,Normal,Est 1°,27.8206,0.174,-109.3,23.8,6,0.1,3
2003-07-01,2003,Julio,Verano,Normal,Est 1°,29.0061,0.2308,-109.3,23.8,7,0.2,3
2003-08-01,2003,Agosto,Verano,Normal,Est 1°,30.59,0.1655,-109.3,23.8,8,0.3,3
2003-09-01,2003,Septiembre,Otoño,Normal,Est 1°,30.1117,0.1738,-109.3,23.8,9,0.3,3
2003-10-01,2003,Octubre,Otoño,Normal,Est 1°,30.3389,0.2288,-109.3,23.8,10,0.4,3
2003-11-01,2003,Noviembre,Otoño,Normal,Est 1°,27.035,0.3879,-109.3,23.8,11,0.4,3
2003-12-01,2003,Diciembre,Invierno,Normal,Est 1°,23.6333,0.6674,-109.3,23.8,12,0.4,3
2004-01-01,2004,Enero,Invierno,Normal,Est 1°,21.2689,0.9267,-109.3,23.8,1,0.3,3
2004-02-01,2004,Febrero,Invierno,Normal,Est 1°,20.8406,1.1032,-109.3,23.8,2,0.2,3
2004-03-01,2004,Marzo,Primavera,Normal,Est 1°,22.4239,0.5758,-109.3,23.8,3,0.2,3
2004-04-01,2004,Abril,Primavera,Normal,Est 1°,23.2161,0.3638,-109.3,23.8,4,0.2,3
2004-05-01,2004,Mayo,Primavera,Normal,Est 1°,27.1172,0.3144,-109.3,23.8,5,0.3,3
2004-06-01,2004,Junio,Verano,Normal,Est 1°,28.8567,0.217,-109.3,23.8,6,0.5,3
2004-07-01,2004,Julio,Verano,Niño,Est 1°,30.9872,0.1514,-109.3,23.8,7,0.6,3
2004-08-01,2004,Agosto,Verano,Niño,Est 1°,31.4472,0.1494,-109.3,23.8,8,0.7,3
2004-09-01,2004,Septiembre,Otoño,Niño,Est 1°,30.3989,0.1593,-109.3,23.8,9,0.7,3
2004-10-01,2004,Octubre,Otoño,Niño,Est 1°,29.9106,0.1374,-109.3,23.8,10,0.7,3
2004-11-01,2004,Noviembre,Otoño,Niño,Est 1°,26.6678,0.2553,-109.3,23.8,11,0.7,3
2004-12-01,2004,Diciembre,Invierno,Niño,Est 1°,22.9144,0.497,-109.3,23.8,12,0.6,3
2005-01-01,2005,Enero,Invierno,Niño,Est 1°,21.9811,0.6773,-109.3,23.8,1,0.6,3
2005-02-01,2005,Febrero,Invierno,Niño,Est 1°,22.0372,0.4162,-109.3,23.8,2,0.4,3
2005-03-01,2005,Marzo,Primavera,Normal,Est 1°,21.8078,0.2487,-109.3,23.8,3,0.4,3
2005-04-01,2005,Abril,Primavera,Normal,Est 1°,22.965,0.2579,-109.3,23.8,4,0.3,3
2005-05-01,2005,Mayo,Primavera,Normal,Est 1°,25.6395,0.1985,-109.3,23.8,5,0.1,3
2005-06-01,2005,Junio,Verano,Normal,Est 1°,25.1683,0.2388,-109.3,23.8,6,-0.1,3
2005-07-01,2005,Julio,Verano,Normal,Est 1°,28.16,0.1709,-109.3,23.8,7,-0.1,3
2005-08-01,2005,Agosto,Verano,Normal,Est 1°,30.7611,0.1485,-109.3,23.8,8,-0.1,3
2005-09-01,2005,Septiembre,Otoño,Normal,Est 1°,31.6933,0.1679,-109.3,23.8,9,-0.3,3
2005-10-01,2005,Octubre,Otoño,Normal,Est 1°,29.5306,0.2154,-109.3,23.8,10,-0.6,3
2005-11-01,2005,Noviembre,Otoño,Niña,Est 1°,27.7894,0.2276,-109.3,23.8,11,-0.8,3
2005-12-01,2005,Diciembre,Invierno,Niña,Est 1°,23.885,0.7263,-109.3,23.8,12,-0.9,3
2006-01-01,2006,Enero,Invierno,Niña,Est 1°,21.38,0.9305,-109.3,23.8,1,-0.8,3
2006-02-01,2006,Febrero,Invierno,Niña,Est 1°,20.5711,1.1239,-109.3,23.8,2,-0.6,3
2006-03-01,2006,Marzo,Primavera,Niña,Est 1°,22.3172,0.8652,-109.3,23.8,3,-0.4,3
2006-04-01,2006,Abril,Primavera,Normal,Est 1°,24.5245,0.5962,-109.3,23.8,4,-0.1,3
2006-05-01,2006,Mayo,Primavera,Normal,Est 1°,26.9822,0.2617,-109.3,23.8,5,0.0,3
2006-06-01,2006,Junio,Verano,Normal,Est 1°,28.96,0.2337,-109.3,23.8,6,0.1,3
2006-07-01,2006,Julio,Verano,Normal,Est 1°,30.9911,0.2248,-109.3,23.8,7,0.3,3
2006-08-01,2006,Agosto,Verano,Normal,Est 1°,31.2622,0.2011,-109.3,23.8,8,0.5,3
2006-09-01,2006,Septiembre,Otoño,Niño,Est 1°,30.6583,0.2146,-109.3,23.8,9,0.8,3
2006-10-01,2006,Octubre,Otoño,Niño,Est 1°,30.4917,0.1816,-109.3,23.8,10,0.9,3
2006-11-01,2006,Noviembre,Otoño,Niño,Est 1°,27.7894,0.2231,-109.3,23.8,11,0.9,3
2006-12-01,2006,Diciembre,Invierno,Niño,Est 1°,24.8267,0.6178,-109.3,23.8,12,0.7,3
2007-01-01,2007,Enero,Invierno,Niño,Est 1°,22.11,0.7922,-109.3,23.8,1,0.2,3
2007-02-01,2007,Febrero,Invierno,Normal,Est 1°,21.4139,0.8379,-109.3,23.8,2,-0.1,3
2007-03-01,2007,Marzo,Primavera,Normal,Est 1°,22.2511,1.0905,-109.3,23.8,3,-0.3,3
2007-04-01,2007,Abril,Primavera,Normal,Est 1°,23.8145,0.52,-109.3,23.8,4,-0.4,3
2007-05-01,2007,Mayo,Primavera,Normal,Est 1°,26.0661,0.3372,-109.3,23.8,5,-0.5,3
2007-06-01,2007,Junio,Verano,Niña,Est 1°,25.6389,0.3191,-109.3,23.8,6,-0.6,3
2007-07-01,2007,Julio,Verano,Niña,Est 1°,28.4828,0.1705,-109.3,23.8,7,-0.8,3
2007-08-01,2007,Agosto,Verano,Niña,Est 1°,30.4033,0.1691,-109.3,23.8,8,-1.1,3
2007-09-01,2007,Septiembre,Otoño,Niña,Est 1°,29.5706,0.341,-109.3,23.8,9,-1.3,3
2007-10-01,2007,Octubre,Otoño,Niña,Est 1°,30.0233,0.2576,-109.3,23.8,10,-1.5,3
2007-11-01,2007,Noviembre,Otoño,Niña,Est 1°,27.1622,0.3159,-109.3,23.8,11,-1.6,3
2007-12-01,2007,Diciembre,Invierno,Niña,Est 1°,23.9506,0.5415,-109.3,23.8,12,-1.6,3
2008-01-01,2008,Enero,Invierno,Niña,Est 1°,19.7839,0.8337,-109.3,23.8,1,-1.5,3
2008-02-01,2008,Febrero,Invierno,Niña,Est 1°,18.5333,0.8366,-109.3,23.8,2,-1.3,3
2008-03-01,2008,Marzo,Primavera,Niña,Est 1°,21.29,0.9353,-109.3,23.8,3,-1.0,3
2008-04-01,2008,Abril,Primavera,Niña,Est 1°,25.1195,0.453,-109.3,23.8,4,-0.8,3
2008-05-01,2008,Mayo,Primavera,Niña,Est 1°,26.2978,0.2909,-109.3,23.8,5,-0.6,3
2008-06-01,2008,Junio,Verano,Niña,Est 1°,26.6683,0.1959,-109.3,23.8,6,-0.4,3
2008-07-01,2008,Julio,Verano,Normal,Est 1°,29.5245,0.2044,-109.3,23.8,7,-0.2,3
2008-08-01,2008,Agosto,Verano,Normal,Est 1°,30.8317,0.1431,-109.3,23.8,8,-0.2,3
2008-09-01,2008,Septiembre,Otoño,Normal,Est 1°,31.2978,0.1411,-109.3,23.8,9,-0.4,3
2008-10-01,2008,Octubre,Otoño,Normal,Est 1°,30.2378,0.2444,-109.3,23.8,10,-0.6,3
2008-11-01,2008,Noviembre,Otoño,Niña,Est 1°,27.6383,0.3653,-109.3,23.8,11,-0.7,3
2008-12-01,2008,Diciembre,Invierno,Niña,Est 1°,24.8522,0.5415,-109.3,23.8,12,-0.8,3
2009-01-01,2009,Enero,Invierno,Niña,Est 1°,22.1806,1.1217,-109.3,23.8,1,-0.8,3
2009-02-01,2009,Febrero,Invierno,Niña,Est 1°,21.3839,1.361,-109.3,23.8,2,-0.6,3
2009-03-01,2009,Marzo,Primavera,Niña,Est 1°,22.2628,0.6648,-109.3,23.8,3,-0.3,3
2009-04-01,2009,Abril,Primavera,Normal,Est 1°,24.2645,0.3006,-109.3,23.8,4,0.0,3
2009-05-01,2009,Mayo,Primavera,Normal,Est 1°,27.0194,0.2131,-109.3,23.8,5,0.3,3
2009-06-01,2009,Junio,Verano,Normal,Est 1°,28.5872,0.1687,-109.3,23.8,6,0.5,3
2009-07-01,2009,Julio,Verano,Niño,Est 1°,30.3928,0.2209,-109.3,23.8,7,0.6,3
2009-08-01,2009,Agosto,Verano,Niño,Est 1°,31.6861,0.15,-109.3,23.8,8,0.7,3
2009-09-01,2009,Septiembre,Otoño,Niño,Est 1°,31.3711,0.1221,-109.3,23.8,9,1.0,3
2009-10-01,2009,Octubre,Otoño,Niño,Est 1°,29.3145,0.2349,-109.3,23.8,10,1.4,3
2009-11-01,2009,Noviembre,Otoño,Niño,Est 1°,27.3422,0.242,-109.3,23.8,11,1.6,3
2009-12-01,2009,Diciembre,Invierno,Niño,Est 1°,25.1478,0.5692,-109.3,23.8,12,1.5,3
2010-01-01,2010,Enero,Invierno,Niño,Est 1°,22.9056,0.5691,-109.3,23.8,1,1.2,3
2010-02-01,2010,Febrero,Invierno,Niño,Est 1°,22.6689,0.7301,-109.3,23.8,2,0.8,3
2010-03-01,2010,Marzo,Primavera,Niño,Est 1°,23.0811,0.521,-109.3,23.8,3,0.4,3
2010-04-01,2010,Abril,Primavera,Normal,Est 1°,23.9895,0.2839,-109.3,23.8,4,-0.2,3
2010-05-01,2010,Mayo,Primavera,Normal,Est 1°,26.3461,0.1897,-109.3,23.8,5,-0.7,3
2010-06-01,2010,Junio,Verano,Niña,Est 1°,28.2245,0.1792,-109.3,23.8,6,-1.0,3
2010-07-01,2010,Julio,Verano,Niña,Est 1°,26.695,0.2484,-109.3,23.8,7,-1.3,3
2010-08-01,2010,Agosto,Verano,Niña,Est 1°,30.0306,0.193,-109.3,23.8,8,-1.6,3
2010-09-01,2010,Septiembre,Otoño,Niña,Est 1°,30.5456,0.1679,-109.3,23.8,9,-1.6,3
2010-10-01,2010,Octubre,Otoño,Niña,Est 1°,29.6328,0.1795,-109.3,23.8,10,-1.6,3
2010-11-01,2010,Noviembre,Otoño,Niña,Est 1°,26.435,0.3245,-109.3,23.8,11,-1.6,3
2010-12-01,2010,Diciembre,Invierno,Niña,Est 1°,22.535,0.8746,-109.3,23.8,12,-1.4,3
2011-01-01,2011,Enero,Invierno,Niña,Est 1°,21.0339,1.4385,-109.3,23.8,1,-1.2,3
2011-02-01,2011,Febrero,Invierno,Niña,Est 1°,19.7056,1.1552,-109.3,23.8,2,-0.9,3
2011-03-01,2011,Marzo,Primavera,Niña,Est 1°,22.795,0.7809,-109.3,23.8,3,-0.7,3
2011-04-01,2011,Abril,Primavera,Niña,Est 1°,23.8944,0.3562,-109.3,23.8,4,-0.6,3
2011-05-01,2011,Mayo,Primavera,Niña,Est 1°,26.2861,0.4,-109.3,23.8,5,-0.4,3
2011-06-01,2011,Junio,Verano,Normal,Est 1°,28.0617,0.5173,-109.3,23.8,6,-0.5,3
2011-07-01,2011,Julio,Verano,Niña,Est 1°,30.3622,0.18,-109.3,23.8,7,-0.6,3
2011-08-01,2011,Agosto,Verano,Niña,Est 1°,31.3611,0.1365,-109.3,23.8,8,-0.8,3
2011-09-01,2011,Septiembre,Otoño,Niña,Est 1°,31.9522,0.1596,-109.3,23.8,9,-1.0,3
2011-10-01,2011,Octubre,Otoño,Niña,Est 1°,30.7656,0.1651,-109.3,23.8,10,-1.1,3
2011-11-01,2011,Noviembre,Otoño,Niña,Est 1°,27.7445,0.2591,-109.3,23.8,11,-1.0,3
2011-12-01,2011,Diciembre,Invierno,Niña,Est 1°,22.555,1.3304,-109.3,23.8,12,-0.9,3
2012-01-01,2012,Enero,Invierno,Niña,Est 1°,20.5511,1.2781,-109.3,23.8,1,-0.7,3
2012-02-01,2012,Febrero,Invierno,Niña,Est 1°,20.9439,1.1275,-109.3,23.8,2,-0.6,3
2012-03-01,2012,Marzo,Primavera,Niña,Est 1°,20.5889,1.0496,-109.3,23.8,3,-0.5,3
2012-04-01,2012,Abril,Primavera,Niña,Est 1°,24.4006,0.5078,-109.3,23.8,4,-0.3,3
2012-05-01,2012,Mayo,Primavera,Normal,Est 1°,26.67,0.4135,-109.3,23.8,5,0.0,3
2012-06-01,2012,Junio,Verano,Normal,Est 1°,27.6872,0.4135,-109.3,23.8,6,0.2,3
2012-07-01,2012,Julio,Verano,Normal,Est 1°,30.2956,0.2042,-109.3,23.8,7,0.4,3
2012-08-01,2012,Agosto,Verano,Normal,Est 1°,31.1345,0.1969,-109.3,23.8,8,0.4,3
2012-09-01,2012,Septiembre,Otoño,Normal,Est 1°,31.7822,0.1646,-109.3,23.8,9,0.3,3
2012-10-01,2012,Octubre,Otoño,Normal,Est 1°,30.65,0.211,-109.3,23.8,10,0.1,3
2012-11-01,2012,Noviembre,Otoño,Normal,Est 1°,27.8778,0.2418,-109.3,23.8,11,-0.2,3
2012-12-01,2012,Diciembre,Invierno,Normal,Est 1°,24.8578,0.4839,-109.3,23.8,12,-0.4,3
2013-01-01,2013,Enero,Invierno,Normal,Est 1°,21.4461,0.7375,-109.3,23.8,1,-0.4,3
2013-02-01,2013,Febrero,Invierno,Normal,Est 1°,21.6267,0.9038,-109.3,23.8,2,-0.3,3
2013-03-01,2013,Marzo,Primavera,Normal,Est 1°,22.3394,0.9833,-109.3,23.8,3,-0.3,3
2013-04-01,2013,Abril,Primavera,Normal,Est 1°,23.5406,0.3461,-109.3,23.8,4,-0.4,3
2013-05-01,2013,Mayo,Primavera,Normal,Est 1°,26.0306,0.2343,-109.3,23.8,5,-0.4,3
2013-06-01,2013,Junio,Verano,Normal,Est 1°,26.9133,0.2012,-109.3,23.8,6,-0.4,3
2013-07-01,2013,Julio,Verano,Normal,Est 1°,29.0811,0.2482,-109.3,23.8,7,-0.3,3
2013-08-01,2013,Agosto,Verano,Normal,Est 1°,30.4872,0.2315,-109.3,23.8,8,-0.3,3
2013-09-01,2013,Septiembre,Otoño,Normal,Est 1°,30.3989,0.1426,-109.3,23.8,9,-0.2,3
2013-10-01,2013,Octubre,Otoño,Normal,Est 1°,30.0328,0.1614,-109.3,23.8,10,-0.2,3
2013-11-01,2013,Noviembre,Otoño,Normal,Est 1°,27.5872,0.1918,-109.3,23.8,11,-0.3,3
2013-12-01,2013,Diciembre,Invierno,Normal,Est 1°,23.6706,0.57,-109.3,23.8,12,-0.4,3
2014-01-01,2014,Enero,Invierno,Normal,Est 1°,22.035,0.5207,-109.3,23.8,1,-0.5,3
2014-02-01,2014,Febrero,Invierno,Normal,Est 1°,23.6422,0.2635,-109.3,23.8,2,-0.3,3
2014-03-01,2014,Marzo,Primavera,Normal,Est 1°,24.3211,0.2187,-109.3,23.8,3,0.0,3
2014-04-01,2014,Abril,Primavera,Normal,Est 1°,26.3167,0.1993,-109.3,23.8,4,0.2,3
2014-05-01,2014,Mayo,Primavera,Normal,Est 1°,27.5017,0.172,-109.3,23.8,5,0.2,3
2014-06-01,2014,Junio,Verano,Normal,Est 1°,29.6895,0.187,-109.3,23.8,6,0.0,3
2014-07-01,2014,Julio,Verano,Normal,Est 1°,31.6383,0.1108,-109.3,23.8,7,0.1,3
2014-08-01,2014,Agosto,Verano,Normal,Est 1°,32.2,0.1098,-109.3,23.8,8,0.2,3
2014-09-01,2014,Septiembre,Otoño,Normal,Est 1°,31.3672,0.1098,-109.3,23.8,9,0.5,3
2014-10-01,2014,Octubre,Otoño,Niño,Est 1°,29.85,0.1606,-109.3,23.8,10,0.6,3
2014-11-01,2014,Noviembre,Otoño,Niño,Est 1°,27.6989,0.3871,-109.3,23.8,11,0.7,3
2014-12-01,2014,Diciembre,Invierno,Niño,Est 1°,24.7495,0.6123,-109.3,23.8,12,0.5,3
2015-01-01,2015,Enero,Invierno,Niño,Est 1°,22.7133,0.7237,-109.3,23.8,1,0.5,3
2015-02-01,2015,Febrero,Invierno,Niño,Est 1°,23.4617,0.5345,-109.3,23.8,2,0.5,3
2015-03-01,2015,Marzo,Primavera,Niño,Est 1°,23.9317,0.3107,-109.3,23.8,3,0.7,3
2015-04-01,2015,Abril,Primavera,Niño,Est 1°,25.24,0.175,-109.3,23.8,4,0.9,3
2015-05-01,2015,Mayo,Primavera,Niño,Est 1°,28.0056,0.1679,-109.3,23.8,5,1.2,3
2015-06-01,2015,Junio,Verano,Niño,Est 1°,29.38,0.1508,-109.3,23.8,6,1.5,3
2015-07-01,2015,Julio,Verano,Niño,Est 1°,30.995,0.1906,-109.3,23.8,7,1.9,3
2015-08-01,2015,Agosto,Verano,Niño,Est 1°,31.2717,0.3092,-109.3,23.8,8,2.2,3
2015-09-01,2015,Septiembre,Otoño,Niño,Est 1°,31.5433,0.1799,-109.3,23.8,9,2.4,3
2015-10-01,2015,Octubre,Otoño,Niño,Est 1°,30.8317,0.1511,-109.3,23.8,10,2.6,3
2015-11-01,2015,Noviembre,Otoño,Niño,Est 1°,28.4528,0.1833,-109.3,23.8,11,2.6,3
2015-12-01,2015,Diciembre,Invierno,Niño,Est 1°,25.3122,0.4755,-109.3,23.8,12,2.5,3
2016-01-01,2016,Enero,Invierno,Niño,Est 1°,23.8511,0.4136,-109.3,23.8,1,2.1,3
2016-02-01,2016,Febrero,Invierno,Niño,Est 1°,22.64,0.5395,-109.3,23.8,2,1.6,3
2016-03-01,2016,Marzo,Primavera,Niño,Est 1°,24.0744,0.221,-109.3,23.8,3,0.9,3
2016-04-01,2016,Abril,Primavera,Niño,Est 1°,25.1878,0.1634,-109.3,23.8,4,0.4,3
2016-05-01,2016,Mayo,Primavera,Normal,Est 1°,27.1022,0.1795,-109.3,23.8,5,-0.1,3
2016-06-01,2016,Junio,Verano,Normal,Est 1°,27.1472,0.1998,-109.3,23.8,6,-0.4,3
2016-07-01,2016,Julio,Verano,Normal,Est 1°,29.9311,0.1565,-109.3,23.8,7,-0.5,3
2016-08-01,2016,Agosto,Verano,Niña,Est 1°,31.23,0.1478,-109.3,23.8,8,-0.6,3
2016-09-01,2016,Septiembre,Otoño,Niña,Est 1°,31.0533,0.1452,-109.3,23.8,9,-0.7,3
2016-10-01,2016,Octubre,Otoño,Niña,Est 1°,31.0445,0.1463,-109.3,23.8,10,-0.7,3
2016-11-01,2016,Noviembre,Otoño,Niña,Est 1°,28.535,0.1928,-109.3,23.8,11,-0.6,3
2016-12-01,2016,Diciembre,Invierno,Niña,Est 1°,24.8117,0.5409,-109.3,23.8,12,-0.3,3
2017-01-01,2017,Enero,Invierno,Normal,Est 1°,21.1878,0.9308,-109.3,23.8,1,-0.2,3
2017-02-01,2017,Febrero,Invierno,Normal,Est 1°,21.0806,1.4161,-109.3,23.8,2,0.1,3
2017-03-01,2017,Marzo,Primavera,Normal,Est 1°,23.2194,0.4668,-109.3,23.8,3,0.2,3
2017-04-01,2017,Abril,Primavera,Normal,Est 1°,24.3789,0.3095,-109.3,23.8,4,0.3,3
2017-05-01,2017,Mayo,Primavera,Normal,Est 1°,24.725,0.2494,-109.3,23.8,5,0.3,3
2017-06-01,2017,Junio,Verano,Normal,Est 1°,27.9694,0.1993,-109.3,23.8,6,0.1,3
2017-07-01,2017,Julio,Verano,Normal,Est 1°,30.2694,0.1937,-109.3,23.8,7,-0.1,3
2017-08-01,2017,Agosto,Verano,Normal,Est 1°,31.3578,0.172,-109.3,23.8,8,-0.4,3
2017-09-01,2017,Septiembre,Otoño,Normal,Est 1°,30.2267,0.2087,-109.3,23.8,9,-0.7,3
2017-10-01,2017,Octubre,Otoño,Niña,Est 1°,30.2756,0.1485,-109.3,23.8,10,-0.8,3
2017-11-01,2017,Noviembre,Otoño,Niña,Est 1°,27.9572,0.2691,-109.3,23.8,11,-1.0,3
2017-12-01,2017,Diciembre,Invierno,Niña,Est 1°,24.39,0.6728,-109.3,23.8,12,-0.9,3
