,fecha,estacion,tsm,ano,mes,chla,mes_num,est_index,longitud,latitud,evento,oni
0,1981-09-01,est_1,30.5,,,,,0.0,-109.3,23.8,Neutro,-0.2
1,1981-09-01,est_10,28.625,,,,,9.0,-112.3,27.6,Neutro,-0.2
2,1981-09-01,est_11,29.1583,,,,,10.0,-112.6,28.0,Neutro,-0.2
3,1981-09-01,est_12,28.875,,,,,11.0,-112.9,28.5,Neutro,-0.2
4,1981-09-01,est_13,26.9667,,,,,12.0,-113.2,28.9,Neutro,-0.2
5,1981-09-01,est_14,28.8083,,,,,13.0,-113.6,29.4,Neutro,-0.2
6,1981-09-01,est_15,30.7583,,,,,14.0,-114.0,29.7,Neutro,-0.2
7,1981-09-01,est_16,30.0917,,,,,15.0,-114.5,30.2,Neutro,-0.2
8,1981-09-01,est_17,30.4667,,,,,16.0,-114.5,30.7,Neutro,-0.2
9,1981-09-01,est_2,30.5083,,,,,1.0,-109.7,24.2,Neutro,-0.2
10,1981-09-01,est_3,30.1833,,,,,2.0,-110.1,24.6,Neutro,-0.2
11,1981-09-01,est_4,30.375,,,,,3.0,-110.5,24.8,Neutro,-0.2
12,1981-09-01,est_5,29.55,,,,,4.0,-110.8,25.3,Neutro,-0.2
13,1981-09-01,est_6,30.275,,,,,5.0,-111.1,25.8,Neutro,-0.2
14,1981-09-01,est_7,29.9917,,,,,6.0,-111.2,26.3,Neutro,-0.2
15,1981-09-01,est_8,29.975,,,,,7.0,-111.5,26.8,Neutro,-0.2
16,1981-09-01,est_9,27.6583,,,,,8.0,-111.9,27.2,Neutro,-0.2
17,1981-10-01,est_1,28.3833,,,,,0.0,-109.3,23.8,Neutro,-0.1
18,1981-10-01,est_10,26.2333,,,,,9.0,-112.3,27.6,Neutro,-0.1
19,1981-10-01,est_11,24.775,,,,,10.0,-112.6,28.0,Neutro,-0.1
20,1981-10-01,est_12,25.4813,,,,,11.0,-112.9,28.5,Neutro,-0.1
21,1981-10-01,est_13,23.225,,,,,12.0,-113.2,28.9,Neutro,-0.1
22,1981-10-01,est_14,25.9,,,,,13.0,-113.6,29.4,Neutro,-0.1
23,1981-10-01,est_15,26.85,,,,,14.0,-114.0,29.7,Neutro,-0.1
24,1981-10-01,est_16,26.9167,,,,,15.0,-114.5,30.2,Neutro,-0.1
25,1981-10-01,est_17,27.5,,,,,16.0,-114.5,30.7,Neutro,-0.1
26,1981-10-01,est_2,28.1833,,,,,1.0,-109.7,24.2,Neutro,-0.1
27,1981-10-01,est_3,28.2667,,,,,2.0,-110.1,24.6,Neutro,-0.1
28,1981-10-01,est_4,28.05,,,,,3.0,-110.5,24.8,Neutro,-0.1
29,1981-10-01,est_5,28.3667,,,,,4.0,-110.8,25.3,Neutro,-0.1
30,1981-10-01,est_6,27.9583,,,,,5.0,-111.1,25.8,Neutro,-0.1
31,1981-10-01,est_7,28.5667,,,,,6.0,-111.2,26.3,Neutro,-0.1
32,1981-10-01,est_8,25.45,,,,,7.0,-111.5,26.8,Neutro,-0.1
33,1981-10-01,est_9,27.275,,,,,8.0,-111.9,27.2,Neutro,-0.1
34,1981-11-01,est_1,26.775,,,,,0.0,-109.3,23.8,Neutro,-0.2
35,1981-11-01,est_10,20.5917,,,,,9.0,-112.3,27.6,Neutro,-0.2
36,1981-11-01,est_11,20.0667,,,,,10.0,-112.6,28.0,Neutro,-0.2
37,1981-11-01,est_12,17.7188,,,,,11.0,-112.9,28.5,Neutro,-0.2
38,1981-11-01,est_13,18.5417,,,,,12.0,-113.2,28.9,Neutro,-0.2
39,1981-11-01,est_14,15.2417,,,,,13.0,-113.6,29.4,Neutro,-0.2
40,1981-11-01,est_15,18.3417,,,,,14.0,-114.0,29.7,Neutro,-0.2
41,1981-11-01,est_16,21.2583,,,,,15.0,-114.5,30.2,Neutro,-0.2
42,1981-11-01,est_17,22.2083,,,,,16.0,-114.5,30.7,Neutro,-0.2
43,1981-11-01,est_2,26.7667,,,,,1.0,-109.7,24.2,Neutro,-0.2
44,1981-11-01,est_3,26.8833,,,,,2.0,-110.1,24.6,Neutro,-0.2
45,1981-11-01,est_4,26.8583,,,,,3.0,-110.5,24.8,Neutro,-0.2
46,1981-11-01,est_5,25.4333,,,,,4.0,-110.8,25.3,Neutro,-0.2
47,1981-11-01,est_6,25.275,,,,,5.0,-111.1,25.8,Neutro,-0.2
48,1981-11-01,est_7,25.2667,,,,,6.0,-111.2,26.3,Neutro,-0.2
49,1981-11-01,est_8,20.6167,,,,,7.0,-111.5,26.8,Neutro,-0.2
50,1981-11-01,est_9,22.1,,,,,8.0,-111.9,27.2,Neutro,-0.2
51,1981-12-01,est_1,24.0667,,,,,0.0,-109.3,23.8,Neutro,-0.1
52,1981-12-01,est_10,16.9417,,,,,9.0,-112.3,27.6,Neutro,-0.1
53,1981-12-01,est_11,16.3167,,,,,10.0,-112.6,28.0,Neutro,-0.1
54,1981-12-01,est_12,11.4188,,,,,11.0,-112.9,28.5,Neutro,-0.1
55,1981-12-01,est_13,13.7333,,,,,12.0,-113.2,28.9,Neutro,-0.1
56,1981-12-01,est_14,13.5667,,,,,13.0,-113.6,29.4,Neutro,-0.1
57,1981-12-01,est_15,13.9917,,,,,14.0,-114.0,29.7,Neutro,-0.1
58,1981-12-01,est_16,17.4833,,,,,15.0,-114.5,30.2,Neutro,-0.1
59,1981-12-01,est_17,18.3083,,,,,16.0,-114.5,30.7,Neutro,-0.1
60,1981-12-01,est_2,24.325,,,,,1.0,-109.7,24.2,Neutro,-0.1
61,1981-12-01,est_3,22.8917,,,,,2.0,-110.1,24.6,Neutro,-0.1
62,1981-12-01,est_4,22.8417,,,,,3.0,-110.5,24.8,Neutro,-0.1
63,1981-12-01,est_5,21.25,,,,,4.0,-110.8,25.3,Neutro,-0.1
64,1981-12-01,est_6,21.5083,,,,,5.0,-111.1,25.8,Neutro,-0.1
65,1981-12-01,est_7,21.6333,,,,,6.0,-111.2,26.3,Neutro,-0.1
66,1981-12-01,est_8,16.2667,,,,,7.0,-111.5,26.8,Neutro,-0.1
67,1981-12-01,est_9,19.3,,,,,8.0,-111.9,27.2,Neutro,-0.1
68,1982-01-01,est_1,21.0583,,,,,0.0,-109.3,23.8,Neutro,0
69,1982-01-01,est_10,13.1833,,,,,9.0,-112.3,27.6,Neutro,0
70,1982-01-01,est_11,14.8583,,,,,10.0,-112.6,28.0,Neutro,0
71,1982-01-01,est_12,10.3688,,,,,11.0,-112.9,28.5,Neutro,0
72,1982-01-01,est_13,13.2417,,,,,12.0,-113.2,28.9,Neutro,0
73,1982-01-01,est_14,13.3,,,,,13.0,-113.6,29.4,Neutro,0
74,1982-01-01,est_15,11.4083,,,,,14.0,-114.0,29.7,Neutro,0
75,1982-01-01,est_16,15.9333,,,,,15.0,-114.5,30.2,Neutro,0
76,1982-01-01,est_17,14.9,,,,,16.0,-114.5,30.7,Neutro,0
77,1982-01-01,est_2,20.6833,,,,,1.0,-109.7,24.2,Neutro,0
78,1982-01-01,est_3,20.5583,,,,,2.0,-110.1,24.6,Neutro,0
79,1982-01-01,est_4,20.7333,,,,,3.0,-110.5,24.8,Neutro,0
80,1982-01-01,est_5,18.7,,,,,4.0,-110.8,25.3,Neutro,0
81,1982-01-01,est_6,15.3917,,,,,5.0,-111.1,25.8,Neutro,0
82,1982-01-01,est_7,17.85,,,,,6.0,-111.2,26.3,Neutro,0
83,1982-01-01,est_8,12.9,,,,,7.0,-111.5,26.8,Neutro,0
84,1982-01-01,est_9,14.75,,,,,8.0,-111.9,27.2,Neutro,0
85,1982-02-01,est_1,20.6583,,,,,0.0,-109.3,23.8,Neutro,0.1
86,1982-02-01,est_10,15.725,,,,,9.0,-112.3,27.6,Neutro,0.1
87,1982-02-01,est_11,14.5667,,,,,10.0,-112.6,28.0,Neutro,0.1
88,1982-02-01,est_12,14.325,,,,,11.0,-112.9,28.5,Neutro,0.1
89,1982-02-01,est_13,12.9083,,,,,12.0,-113.2,28.9,Neutro,0.1
90,1982-02-01,est_14,15.4417,,,,,13.0,-113.6,29.4,Neutro,0.1
91,1982-02-01,est_15,15.2083,,,,,14.0,-114.0,29.7,Neutro,0.1
92,1982-02-01,est_16,15.9167,,,,,15.0,-114.5,30.2,Neutro,0.1
93,1982-02-01,est_17,15.35,,,,,16.0,-114.5,30.7,Neutro,0.1
94,1982-02-01,est_2,19.9,,,,,1.0,-109.7,24.2,Neutro,0.1
95,1982-02-01,est_3,19.3,,,,,2.0,-110.1,24.6,Neutro,0.1
96,1982-02-01,est_4,19.75,,,,,3.0,-110.5,24.8,Neutro,0.1
97,1982-02-01,est_5,19.875,,,,,4.0,-110.8,25.3,Neutro,0.1
98,1982-02-01,est_6,18.625,,,,,5.0,-111.1,25.8,Neutro,0.1
99,1982-02-01,est_7,18.5583,,,,,6.0,-111.2,26.3,Neutro,0.1
100,1982-02-01,est_8,12.8333,,,,,7.0,-111.5,26.8,Neutro,0.1
101,1982-02-01,est_9,15.6167,,,,,8.0,-111.9,27.2,Neutro,0.1
102,1982-03-01,est_1,21.825,,,,,0.0,-109.3,23.8,Neutro,0.2
103,1982-03-01,est_10,16.7917,,,,,9.0,-112.3,27.6,Neutro,0.2
104,1982-03-01,est_11,16.025,,,,,10.0,-112.6,28.0,Neutro,0.2
105,1982-03-01,est_12,14.1,,,,,11.0,-112.9,28.5,Neutro,0.2
106,1982-03-01,est_13,13.6333,,,,,12.0,-113.2,28.9,Neutro,0.2
107,1982-03-01,est_14,14.0083,,,,,13.0,-113.6,29.4,Neutro,0.2
108,1982-03-01,est_15,15.6667,,,,,14.0,-114.0,29.7,Neutro,0.2
109,1982-03-01,est_16,16.1417,,,,,15.0,-114.5,30.2,Neutro,0.2
110,1982-03-01,est_17,16.1167,,,,,16.0,-114.5,30.7,Neutro,0.2
111,1982-03-01,est_2,21.5083,,,,,1.0,-109.7,24.2,Neutro,0.2
112,1982-03-01,est_3,21.05,,,,,2.0,-110.1,24.6,Neutro,0.2
113,1982-03-01,est_4,19.9917,,,,,3.0,-110.5,24.8,Neutro,0.2
114,1982-03-01,est_5,20.7333,,,,,4.0,-110.8,25.3,Neutro,0.2
115,1982-03-01,est_6,18.825,,,,,5.0,-111.1,25.8,Neutro,0.2
116,1982-03-01,est_7,19.6333,,,,,6.0,-111.2,26.3,Neutro,0.2
117,1982-03-01,est_8,17.3083,,,,,7.0,-111.5,26.8,Neutro,0.2
118,1982-03-01,est_9,18.7167,,,,,8.0,-111.9,27.2,Neutro,0.2
119,1982-04-01,est_1,21.925,,,,,0.0,-109.3,23.8,Niño,0.5
120,1982-04-01,est_10,16.9417,,,,,9.0,-112.3,27.6,Niño,0.5
121,1982-04-01,est_11,18.2417,,,,,10.0,-112.6,28.0,Niño,0.5
122,1982-04-01,est_12,18.0375,,,,,11.0,-112.9,28.5,Niño,0.5
123,1982-04-01,est_13,14.25,,,,,12.0,-113.2,28.9,Niño,0.5
124,1982-04-01,est_14,15.1083,,,,,13.0,-113.6,29.4,Niño,0.5
125,1982-04-01,est_15,16.6917,,,,,14.0,-114.0,29.7,Niño,0.5
126,1982-04-01,est_16,17.2917,,,,,15.0,-114.5,30.2,Niño,0.5
127,1982-04-01,est_17,17.6583,,,,,16.0,-114.5,30.7,Niño,0.5
128,1982-04-01,est_2,21.05,,,,,1.0,-109.7,24.2,Niño,0.5
129,1982-04-01,est_3,21.0917,,,,,2.0,-110.1,24.6,Niño,0.5
130,1982-04-01,est_4,19.0917,,,,,3.0,-110.5,24.8,Niño,0.5
131,1982-04-01,est_5,21.75,,,,,4.0,-110.8,25.3,Niño,0.5
132,1982-04-01,est_6,18.8083,,,,,5.0,-111.1,25.8,Niño,0.5
133,1982-04-01,est_7,20.9417,,,,,6.0,-111.2,26.3,Niño,0.5
134,1982-04-01,est_8,18.575,,,,,7.0,-111.5,26.8,Niño,0.5
135,1982-04-01,est_9,20.0917,,,,,8.0,-111.9,27.2,Niño,0.5
136,1982-05-01,est_1,24.6,,,,,0.0,-109.3,23.8,Niño,0.7
137,1982-05-01,est_10,17.7833,,,,,9.0,-112.3,27.6,Niño,0.7
138,1982-05-01,est_11,15.0,,,,,10.0,-112.6,28.0,Niño,0.7
139,1982-05-01,est_12,16.8,,,,,11.0,-112.9,28.5,Niño,0.7
140,1982-05-01,est_13,15.2083,,,,,12.0,-113.2,28.9,Niño,0.7
141,1982-05-01,est_14,15.325,,,,,13.0,-113.6,29.4,Niño,0.7
142,1982-05-01,est_15,17.5083,,,,,14.0,-114.0,29.7,Niño,0.7
143,1982-05-01,est_16,18.7667,,,,,15.0,-114.5,30.2,Niño,0.7
144,1982-05-01,est_17,20.0667,,,,,16.0,-114.5,30.7,Niño,0.7
145,1982-05-01,est_2,23.3917,,,,,1.0,-109.7,24.2,Niño,0.7
146,1982-05-01,est_3,23.2833,,,,,2.0,-110.1,24.6,Niño,0.7
147,1982-05-01,est_4,21.4583,,,,,3.0,-110.5,24.8,Niño,0.7
148,1982-05-01,est_5,20.525,,,,,4.0,-110.8,25.3,Niño,0.7
149,1982-05-01,est_6,21.35,,,,,5.0,-111.1,25.8,Niño,0.7
150,1982-05-01,est_7,22.1667,,,,,6.0,-111.2,26.3,Niño,0.7
151,1982-05-01,est_8,16.575,,,,,7.0,-111.5,26.8,Niño,0.7
152,1982-05-01,est_9,21.4,,,,,8.0,-111.9,27.2,Niño,0.7
153,1982-06-01,est_1,25.7083,,,,,0.0,-109.3,23.8,Niño,0.7
154,1982-06-01,est_10,22.125,,,,,9.0,-112.3,27.6,Niño,0.7
155,1982-06-01,est_11,21.7167,,,,,10.0,-112.6,28.0,Niño,0.7
156,1982-06-01,est_12,21.6938,,,,,11.0,-112.9,28.5,Niño,0.7
157,1982-06-01,est_13,17.7167,,,,,12.0,-113.2,28.9,Niño,0.7
158,1982-06-01,est_14,20.425,,,,,13.0,-113.6,29.4,Niño,0.7
159,1982-06-01,est_15,22.1417,,,,,14.0,-114.0,29.7,Niño,0.7
160,1982-06-01,est_16,22.1917,,,,,15.0,-114.5,30.2,Niño,0.7
161,1982-06-01,est_17,22.025,,,,,16.0,-114.5,30.7,Niño,0.7
162,1982-06-01,est_2,24.5583,,,,,1.0,-109.7,24.2,Niño,0.7
163,1982-06-01,est_3,24.6417,,,,,2.0,-110.1,24.6,Niño,0.7
164,1982-06-01,est_4,24.2333,,,,,3.0,-110.5,24.8,Niño,0.7
165,1982-06-01,est_5,25.2333,,,,,4.0,-110.8,25.3,Niño,0.7
166,1982-06-01,est_6,25.6417,,,,,5.0,-111.1,25.8,Niño,0.7
167,1982-06-01,est_7,25.85,,,,,6.0,-111.2,26.3,Niño,0.7
168,1982-06-01,est_8,23.0667,,,,,7.0,-111.5,26.8,Niño,0.7
169,1982-06-01,est_9,23.5167,,,,,8.0,-111.9,27.2,Niño,0.7
170,1982-07-01,est_1,28.4583,,,,,0.0,-109.3,23.8,Niño,0.8
171,1982-07-01,est_10,27.4333,,,,,9.0,-112.3,27.6,Niño,0.8
172,1982-07-01,est_11,27.4083,,,,,10.0,-112.6,28.0,Niño,0.8
173,1982-07-01,est_12,24.0188,,,,,11.0,-112.9,28.5,Niño,0.8
174,1982-07-01,est_13,23.3667,,,,,12.0,-113.2,28.9,Niño,0.8
175,1982-07-01,est_14,27.225,,,,,13.0,-113.6,29.4,Niño,0.8
176,1982-07-01,est_15,27.4667,,,,,14.0,-114.0,29.7,Niño,0.8
177,1982-07-01,est_16,28.25,,,,,15.0,-114.5,30.2,Niño,0.8
178,1982-07-01,est_17,27.5583,,,,,16.0,-114.5,30.7,Niño,0.8
179,1982-07-01,est_2,28.9917,,,,,1.0,-109.7,24.2,Niño,0.8
180,1982-07-01,est_3,27.75,,,,,2.0,-110.1,24.6,Niño,0.8
181,1982-07-01,est_4,28.35,,,,,3.0,-110.5,24.8,Niño,0.8
182,1982-07-01,est_5,27.6833,,,,,4.0,-110.8,25.3,Niño,0.8
183,1982-07-01,est_6,27.85,,,,,5.0,-111.1,25.8,Niño,0.8
184,1982-07-01,est_7,28.725,,,,,6.0,-111.2,26.3,Niño,0.8
185,1982-07-01,est_8,27.7333,,,,,7.0,-111.5,26.8,Niño,0.8
186,1982-07-01,est_9,28.1833,,,,,8.0,-111.9,27.2,Niño,0.8
187,1982-08-01,est_1,31.025,,,,,0.0,-109.3,23.8,Niño,1.1
188,1982-08-01,est_10,30.0,,,,,9.0,-112.3,27.6,Niño,1.1
189,1982-08-01,est_11,30.575,,,,,10.0,-112.6,28.0,Niño,1.1
190,1982-08-01,est_12,28.575,,,,,11.0,-112.9,28.5,Niño,1.1
191,1982-08-01,est_13,28.15,,,,,12.0,-113.2,28.9,Niño,1.1
192,1982-08-01,est_14,28.9833,,,,,13.0,-113.6,29.4,Niño,1.1
193,1982-08-01,est_15,30.8667,,,,,14.0,-114.0,29.7,Niño,1.1
194,1982-08-01,est_16,31.4583,,,,,15.0,-114.5,30.2,Niño,1.1
195,1982-08-01,est_17,31.25,,,,,16.0,-114.5,30.7,Niño,1.1
196,1982-08-01,est_2,29.875,,,,,1.0,-109.7,24.2,Niño,1.1
197,1982-08-01,est_3,30.6583,,,,,2.0,-110.1,24.6,Niño,1.1
198,1982-08-01,est_4,30.3333,,,,,3.0,-110.5,24.8,Niño,1.1
199,1982-08-01,est_5,30.1583,,,,,4.0,-110.8,25.3,Niño,1.1
200,1982-08-01,est_6,28.7,,,,,5.0,-111.1,25.8,Niño,1.1
201,1982-08-01,est_7,30.9333,,,,,6.0,-111.2,26.3,Niño,1.1
202,1982-08-01,est_8,29.475,,,,,7.0,-111.5,26.8,Niño,1.1
203,1982-08-01,est_9,30.1667,,,,,8.0,-111.9,27.2,Niño,1.1
204,1982-09-01,est_1,32.2417,,,,,0.0,-109.3,23.8,Niño,1.6
205,1982-09-01,est_10,28.325,,,,,9.0,-112.3,27.6,Niño,1.6
206,1982-09-01,est_11,27.55,,,,,10.0,-112.6,28.0,Niño,1.6
207,1982-09-01,est_12,28.1625,,,,,11.0,-112.9,28.5,Niño,1.6
208,1982-09-01,est_13,26.975,,,,,12.0,-113.2,28.9,Niño,1.6
209,1982-09-01,est_14,27.05,,,,,13.0,-113.6,29.4,Niño,1.6
210,1982-09-01,est_15,27.3333,,,,,14.0,-114.0,29.7,Niño,1.6
211,1982-09-01,est_16,27.3167,,,,,15.0,-114.5,30.2,Niño,1.6
212,1982-09-01,est_17,28.05,,,,,16.0,-114.5,30.7,Niño,1.6
213,1982-09-01,est_2,31.1083,,,,,1.0,-109.7,24.2,Niño,1.6
214,1982-09-01,est_3,30.7917,,,,,2.0,-110.1,24.6,Niño,1.6
215,1982-09-01,est_4,29.3,,,,,3.0,-110.5,24.8,Niño,1.6
216,1982-09-01,est_5,30.925,,,,,4.0,-110.8,25.3,Niño,1.6
217,1982-09-01,est_6,30.1917,,,,,5.0,-111.1,25.8,Niño,1.6
218,1982-09-01,est_7,30.4167,,,,,6.0,-111.2,26.3,Niño,1.6
219,1982-09-01,est_8,29.075,,,,,7.0,-111.5,26.8,Niño,1.6
220,1982-09-01,est_9,28.1833,,,,,8.0,-111.9,27.2,Niño,1.6
221,1982-10-01,est_1,28.9667,,,,,0.0,-109.3,23.8,Niño,2
222,1982-10-01,est_10,25.525,,,,,9.0,-112.3,27.6,Niño,2
223,1982-10-01,est_11,25.6,,,,,10.0,-112.6,28.0,Niño,2
224,1982-10-01,est_12,24.3375,,,,,11.0,-112.9,28.5,Niño,2
225,1982-10-01,est_13,24.825,,,,,12.0,-113.2,28.9,Niño,2
226,1982-10-01,est_14,24.175,,,,,13.0,-113.6,29.4,Niño,2
227,1982-10-01,est_15,25.2167,,,,,14.0,-114.0,29.7,Niño,2
228,1982-10-01,est_16,25.975,,,,,15.0,-114.5,30.2,Niño,2
229,1982-10-01,est_17,25.775,,,,,16.0,-114.5,30.7,Niño,2
230,1982-10-01,est_2,28.9083,,,,,1.0,-109.7,24.2,Niño,2
231,1982-10-01,est_3,28.8667,,,,,2.0,-110.1,24.6,Niño,2
232,1982-10-01,est_4,28.4917,,,,,3.0,-110.5,24.8,Niño,2
233,1982-10-01,est_5,28.875,,,,,4.0,-110.8,25.3,Niño,2
234,1982-10-01,est_6,28.6417,,,,,5.0,-111.1,25.8,Niño,2
235,1982-10-01,est_7,27.9917,,,,,6.0,-111.2,26.3,Niño,2
236,1982-10-01,est_8,25.5667,,,,,7.0,-111.5,26.8,Niño,2
237,1982-10-01,est_9,26.075,,,,,8.0,-111.9,27.2,Niño,2
238,1982-11-01,est_1,26.375,,,,,0.0,-109.3,23.8,Niño,2.2
239,1982-11-01,est_10,21.1833,,,,,9.0,-112.3,27.6,Niño,2.2
240,1982-11-01,est_11,23.0583,,,,,10.0,-112.6,28.0,Niño,2.2
241,1982-11-01,est_12,20.3813,,,,,11.0,-112.9,28.5,Niño,2.2
242,1982-11-01,est_13,20.05,,,,,12.0,-113.2,28.9,Niño,2.2
243,1982-11-01,est_14,20.925,,,,,13.0,-113.6,29.4,Niño,2.2
244,1982-11-01,est_15,21.4667,,,,,14.0,-114.0,29.7,Niño,2.2
245,1982-11-01,est_16,21.7583,,,,,15.0,-114.5,30.2,Niño,2.2
246,1982-11-01,est_17,21.3083,,,,,16.0,-114.5,30.7,Niño,2.2
247,1982-11-01,est_2,26.3333,,,,,1.0,-109.7,24.2,Niño,2.2
248,1982-11-01,est_3,26.2417,,,,,2.0,-110.1,24.6,Niño,2.2
249,1982-11-01,est_4,26.0583,,,,,3.0,-110.5,24.8,Niño,2.2
250,1982-11-01,est_5,25.75,,,,,4.0,-110.8,25.3,Niño,2.2
251,1982-11-01,est_6,24.3917,,,,,5.0,-111.1,25.8,Niño,2.2
252,1982-11-01,est_7,25.0083,,,,,6.0,-111.2,26.3,Niño,2.2
253,1982-11-01,est_8,22.1167,,,,,7.0,-111.5,26.8,Niño,2.2
254,1982-11-01,est_9,23.5917,,,,,8.0,-111.9,27.2,Niño,2.2
255,1982-12-01,est_1,24.1833,,,,,0.0,-109.3,23.8,Niño,2.2
256,1982-12-01,est_10,20.3813,,,,,9.0,-112.3,27.6,Niño,2.2
257,1982-12-01,est_11,21.6,,,,,10.0,-112.6,28.0,Niño,2.2
258,1982-12-01,est_12,18.15,,,,,11.0,-112.9,28.5,Niño,2.2
259,1982-12-01,est_13,16.9583,,,,,12.0,-113.2,28.9,Niño,2.2
260,1982-12-01,est_14,18.975,,,,,13.0,-113.6,29.4,Niño,2.2
261,1982-12-01,est_15,17.4167,,,,,14.0,-114.0,29.7,Niño,2.2
262,1982-12-01,est_16,18.7083,,,,,15.0,-114.5,30.2,Niño,2.2
263,1982-12-01,est_17,18.825,,,,,16.0,-114.5,30.7,Niño,2.2
264,1982-12-01,est_2,24.6667,,,,,1.0,-109.7,24.2,Niño,2.2
265,1982-12-01,est_3,23.0333,,,,,2.0,-110.1,24.6,Niño,2.2
266,1982-12-01,est_4,22.9083,,,,,3.0,-110.5,24.8,Niño,2.2
267,1982-12-01,est_5,22.625,,,,,4.0,-110.8,25.3,Niño,2.2
268,1982-12-01,est_6,22.6083,,,,,5.0,-111.1,25.8,Niño,2.2
269,1982-12-01,est_7,21.9583,,,,,6.0,-111.2,26.3,Niño,2.2
270,1982-12-01,est_8,18.475,,,,,7.0,-111.5,26.8,Niño,2.2
271,1982-12-01,est_9,20.5167,,,,,8.0,-111.9,27.2,Niño,2.2
272,1983-01-01,est_1,25.1333,,,,,0.0,-109.3,23.8,Niño,2.2
273,1983-01-01,est_10,19.725,,,,,9.0,-112.3,27.6,Niño,2.2
274,1983-01-01,est_11,20.6833,,,,,10.0,-112.6,28.0,Niño,2.2
275,1983-01-01,est_12,17.4187,,,,,11.0,-112.9,28.5,Niño,2.2
276,1983-01-01,est_13,15.275,,,,,12.0,-113.2,28.9,Niño,2.2
277,1983-01-01,est_14,17.5833,,,,,13.0,-113.6,29.4,Niño,2.2
278,1983-01-01,est_15,18.325,,,,,14.0,-114.0,29.7,Niño,2.2
279,1983-01-01,est_16,18.475,,,,,15.0,-114.5,30.2,Niño,2.2
280,1983-01-01,est_17,18.0583,,,,,16.0,-114.5,30.7,Niño,2.2
281,1983-01-01,est_2,24.975,,,,,1.0,-109.7,24.2,Niño,2.2
282,1983-01-01,est_3,23.3833,,,,,2.0,-110.1,24.6,Niño,2.2
283,1983-01-01,est_4,23.075,,,,,3.0,-110.5,24.8,Niño,2.2
284,1983-01-01,est_5,22.65,,,,,4.0,-110.8,25.3,Niño,2.2
285,1983-01-01,est_6,22.3833,,,,,5.0,-111.1,25.8,Niño,2.2
286,1983-01-01,est_7,21.9917,,,,,6.0,-111.2,26.3,Niño,2.2
287,1983-01-01,est_8,20.2667,,,,,7.0,-111.5,26.8,Niño,2.2
288,1983-01-01,est_9,21.0583,,,,,8.0,-111.9,27.2,Niño,2.2
289,1983-02-01,est_1,24.1667,,,,,0.0,-109.3,23.8,Niño,1.9
290,1983-02-01,est_10,19.7333,,,,,9.0,-112.3,27.6,Niño,1.9
291,1983-02-01,est_11,20.7167,,,,,10.0,-112.6,28.0,Niño,1.9
292,1983-02-01,est_12,18.3375,,,,,11.0,-112.9,28.5,Niño,1.9
293,1983-02-01,est_13,17.3833,,,,,12.0,-113.2,28.9,Niño,1.9
294,1983-02-01,est_14,16.7667,,,,,13.0,-113.6,29.4,Niño,1.9
295,1983-02-01,est_15,17.6583,,,,,14.0,-114.0,29.7,Niño,1.9
296,1983-02-01,est_16,18.3083,,,,,15.0,-114.5,30.2,Niño,1.9
297,1983-02-01,est_17,18.4667,,,,,16.0,-114.5,30.7,Niño,1.9
298,1983-02-01,est_2,23.6,,,,,1.0,-109.7,24.2,Niño,1.9
299,1983-02-01,est_3,22.1167,,,,,2.0,-110.1,24.6,Niño,1.9
300,1983-02-01,est_4,22.4083,,,,,3.0,-110.5,24.8,Niño,1.9
301,1983-02-01,est_5,22.2167,,,,,4.0,-110.8,25.3,Niño,1.9
302,1983-02-01,est_6,22.2583,,,,,5.0,-111.1,25.8,Niño,1.9
303,1983-02-01,est_7,21.1333,,,,,6.0,-111.2,26.3,Niño,1.9
304,1983-02-01,est_8,19.0333,,,,,7.0,-111.5,26.8,Niño,1.9
305,1983-02-01,est_9,20.25,,,,,8.0,-111.9,27.2,Niño,1.9
306,1983-03-01,est_1,22.9667,,,,,0.0,-109.3,23.8,Niño,1.5
307,1983-03-01,est_10,20.6,,,,,9.0,-112.3,27.6,Niño,1.5
308,1983-03-01,est_11,20.3833,,,,,10.0,-112.6,28.0,Niño,1.5
309,1983-03-01,est_12,19.8375,,,,,11.0,-112.9,28.5,Niño,1.5
310,1983-03-01,est_13,17.8917,,,,,12.0,-113.2,28.9,Niño,1.5
311,1983-03-01,est_14,16.3083,,,,,13.0,-113.6,29.4,Niño,1.5
312,1983-03-01,est_15,18.9667,,,,,14.0,-114.0,29.7,Niño,1.5
313,1983-03-01,est_16,18.0833,,,,,15.0,-114.5,30.2,Niño,1.5
314,1983-03-01,est_17,18.55,,,,,16.0,-114.5,30.7,Niño,1.5
315,1983-03-01,est_2,22.9833,,,,,1.0,-109.7,24.2,Niño,1.5
316,1983-03-01,est_3,22.5417,,,,,2.0,-110.1,24.6,Niño,1.5
317,1983-03-01,est_4,22.3333,,,,,3.0,-110.5,24.8,Niño,1.5
318,1983-03-01,est_5,22.0167,,,,,4.0,-110.8,25.3,Niño,1.5
319,1983-03-01,est_6,21.7833,,,,,5.0,-111.1,25.8,Niño,1.5
320,1983-03-01,est_7,21.8917,,,,,6.0,-111.2,26.3,Niño,1.5
321,1983-03-01,est_8,20.4583,,,,,7.0,-111.5,26.8,Niño,1.5
322,1983-03-01,est_9,21.1333,,,,,8.0,-111.9,27.2,Niño,1.5
323,1983-04-01,est_1,23.5417,,,,,0.0,-109.3,23.8,Niño,1.3
