-109.3,,23.8
-109.7,,24.2
-110.1,,24.6
-110.5,,24.8
-110.8,,25.3
-111.1,,25.8
-111.2,,26.3
-111.5,,26.8
-111.9,,27.2
-112.3,,27.6
-112.6,,28
-112.9,,28.5
-113.2,,28.9
-113.6,,29.4
-114,,29.7
-114.5,,30.2
-114.5,,30.7
