,fecha,estacion,tsm,ano,mes,chla,mes_num,est_index,longitud,latitud,evento,oni,estacion_climatica
53,1981-12-01,est_11,16.3167,,12,,,10.0,-112.6,28.0,Neutro,-0.1,DJF
54,1981-12-01,est_12,11.4188,,12,,,11.0,-112.9,28.5,Neutro,-0.1,DJF
55,1981-12-01,est_13,13.7333,,12,,,12.0,-113.2,28.9,Neutro,-0.1,DJF
56,1981-12-01,est_14,13.5667,,12,,,13.0,-113.6,29.4,Neutro,-0.1,DJF
57,1981-12-01,est_15,13.9917,,12,,,14.0,-114.0,29.7,Neutro,-0.1,DJF
58,1981-12-01,est_16,17.4833,,12,,,15.0,-114.5,30.2,Neutro,-0.1,DJF
59,1981-12-01,est_17,18.3083,,12,,,16.0,-114.5,30.7,Neutro,-0.1,DJF
60,1981-12-01,est_2,24.325,,12,,,1.0,-109.7,24.2,Neutro,-0.1,DJF
61,1981-12-01,est_3,22.8917,,12,,,2.0,-110.1,24.6,Neutro,-0.1,DJF
62,1981-12-01,est_4,22.8417,,12,,,3.0,-110.5,24.8,Neutro,-0.1,DJF
63,1981-12-01,est_5,21.25,,12,,,4.0,-110.8,25.3,Neutro,-0.1,DJF
64,1981-12-01,est_6,21.5083,,12,,,5.0,-111.1,25.8,Neutro,-0.1,DJF
65,1981-12-01,est_7,21.6333,,12,,,6.0,-111.2,26.3,Neutro,-0.1,DJF
66,1981-12-01,est_8,16.2667,,12,,,7.0,-111.5,26.8,Neutro,-0.1,DJF
67,1981-12-01,est_9,19.3,,12,,,8.0,-111.9,27.2,Neutro,-0.1,DJF
68,1982-01-01,est_1,21.0583,,1,,,0.0,-109.3,23.8,Neutro,0,DJF
69,1982-01-01,est_10,13.1833,,1,,,9.0,-112.3,27.6,Neutro,0,DJF
70,1982-01-01,est_11,14.8583,,1,,,10.0,-112.6,28.0,Neutro,0,DJF
71,1982-01-01,est_12,10.3688,,1,,,11.0,-112.9,28.5,Neutro,0,DJF
72,1982-01-01,est_13,13.2417,,1,,,12.0,-113.2,28.9,Neutro,0,DJF
73,1982-01-01,est_14,13.3,,1,,,13.0,-113.6,29.4,Neutro,0,DJF
74,1982-01-01,est_15,11.4083,,1,,,14.0,-114.0,29.7,Neutro,0,DJF
75,1982-01-01,est_16,15.9333,,1,,,15.0,-114.5,30.2,Neutro,0,DJF
76,1982-01-01,est_17,14.9,,1,,,16.0,-114.5,30.7,Neutro,0,DJF
77,1982-01-01,est_2,20.6833,,1,,,1.0,-109.7,24.2,Neutro,0,DJF
78,1982-01-01,est_3,20.5583,,1,,,2.0,-110.1,24.6,Neutro,0,DJF
79,1982-01-01,est_4,20.7333,,1,,,3.0,-110.5,24.8,Neutro,0,DJF
80,1982-01-01,est_5,18.7,,1,,,4.0,-110.8,25.3,Neutro,0,DJF
81,1982-01-01,est_6,15.3917,,1,,,5.0,-111.1,25.8,Neutro,0,DJF
82,1982-01-01,est_7,17.85,,1,,,6.0,-111.2,26.3,Neutro,0,DJF
83,1982-01-01,est_8,12.9,,1,,,7.0,-111.5,26.8,Neutro,0,DJF
84,1982-01-01,est_9,14.75,,1,,,8.0,-111.9,27.2,Neutro,0,DJF
85,1982-02-01,est_1,20.6583,,2,,,0.0,-109.3,23.8,Neutro,0.1,DJF
86,1982-02-01,est_10,15.725,,2,,,9.0,-112.3,27.6,Neutro,0.1,DJF
87,1982-02-01,est_11,14.5667,,2,,,10.0,-112.6,28.0,Neutro,0.1,DJF
88,1982-02-01,est_12,14.325,,2,,,11.0,-112.9,28.5,Neutro,0.1,DJF
89,1982-02-01,est_13,12.9083,,2,,,12.0,-113.2,28.9,Neutro,0.1,DJF
90,1982-02-01,est_14,15.4417,,2,,,13.0,-113.6,29.4,Neutro,0.1,DJF
91,1982-02-01,est_15,15.2083,,2,,,14.0,-114.0,29.7,Neutro,0.1,DJF
92,1982-02-01,est_16,15.9167,,2,,,15.0,-114.5,30.2,Neutro,0.1,DJF
93,1982-02-01,est_17,15.35,,2,,,16.0,-114.5,30.7,Neutro,0.1,DJF
94,1982-02-01,est_2,19.9,,2,,,1.0,-109.7,24.2,Neutro,0.1,DJF
95,1982-02-01,est_3,19.3,,2,,,2.0,-110.1,24.6,Neutro,0.1,DJF
96,1982-02-01,est_4,19.75,,2,,,3.0,-110.5,24.8,Neutro,0.1,DJF
97,1982-02-01,est_5,19.875,,2,,,4.0,-110.8,25.3,Neutro,0.1,DJF
98,1982-02-01,est_6,18.625,,2,,,5.0,-111.1,25.8,Neutro,0.1,DJF
99,1982-02-01,est_7,18.5583,,2,,,6.0,-111.2,26.3,Neutro,0.1,DJF
100,1982-02-01,est_8,12.8333,,2,,,7.0,-111.5,26.8,Neutro,0.1,DJF
101,1982-02-01,est_9,15.6167,,2,,,8.0,-111.9,27.2,Neutro,0.1,DJF
102,1982-03-01,est_1,21.825,,3,,,0.0,-109.3,23.8,Neutro,0.2,MAM
103,1982-03-01,est_10,16.7917,,3,,,9.0,-112.3,27.6,Neutro,0.2,MAM
104,1982-03-01,est_11,16.025,,3,,,10.0,-112.6,28.0,Neutro,0.2,MAM
105,1982-03-01,est_12,14.1,,3,,,11.0,-112.9,28.5,Neutro,0.2,MAM
106,1982-03-01,est_13,13.6333,,3,,,12.0,-113.2,28.9,Neutro,0.2,MAM
107,1982-03-01,est_14,14.0083,,3,,,13.0,-113.6,29.4,Neutro,0.2,MAM
108,1982-03-01,est_15,15.6667,,3,,,14.0,-114.0,29.7,Neutro,0.2,MAM
109,1982-03-01,est_16,16.1417,,3,,,15.0,-114.5,30.2,Neutro,0.2,MAM
110,1982-03-01,est_17,16.1167,,3,,,16.0,-114.5,30.7,Neutro,0.2,MAM
111,1982-03-01,est_2,21.5083,,3,,,1.0,-109.7,24.2,Neutro,0.2,MAM
112,1982-03-01,est_3,21.05,,3,,,2.0,-110.1,24.6,Neutro,0.2,MAM
