fecha,estacion,tsm,ano,mes,chla,mes_num,est_index,longitud,latitud,evento,oni,estacion_climatica
1981-09-01,est_1,30.5,,9,,,0.0,-109.3,23.8,Neutro,-0.2,SON
1981-09-01,est_10,28.625,,9,,,9.0,-112.3,27.6,Neutro,-0.2,SON
1981-09-01,est_11,29.1583,,9,,,10.0,-112.6,28.0,Neutro,-0.2,SON
1981-09-01,est_12,28.875,,9,,,11.0,-112.9,28.5,Neutro,-0.2,SON
1981-09-01,est_13,26.9667,,9,,,12.0,-113.2,28.9,Neutro,-0.2,SON
1981-09-01,est_14,28.8083,,9,,,13.0,-113.6,29.4,Neutro,-0.2,SON
1981-09-01,est_15,30.7583,,9,,,14.0,-114.0,29.7,Neutro,-0.2,SON
1981-09-01,est_16,30.0917,,9,,,15.0,-114.5,30.2,Neutro,-0.2,SON
1981-09-01,est_17,30.4667,,9,,,16.0,-114.5,30.7,Neutro,-0.2,SON
1981-09-01,est_2,30.5083,,9,,,1.0,-109.7,24.2,Neutro,-0.2,SON
1981-09-01,est_3,30.1833,,9,,,2.0,-110.1,24.6,Neutro,-0.2,SON
1981-09-01,est_4,30.375,,9,,,3.0,-110.5,24.8,Neutro,-0.2,SON
1981-09-01,est_5,29.55,,9,,,4.0,-110.8,25.3,Neutro,-0.2,SON
1981-09-01,est_6,30.275,,9,,,5.0,-111.1,25.8,Neutro,-0.2,SON
1981-09-01,est_7,29.9917,,9,,,6.0,-111.2,26.3,Neutro,-0.2,SON
1981-09-01,est_8,29.975,,9,,,7.0,-111.5,26.8,Neutro,-0.2,SON
1981-09-01,est_9,27.6583,,9,,,8.0,-111.9,27.2,Neutro,-0.2,SON
1981-10-01,est_1,28.3833,,10,,,0.0,-109.3,23.8,Neutro,-0.1,SON
1981-10-01,est_10,26.2333,,10,,,9.0,-112.3,27.6,Neutro,-0.1,SON
1981-10-01,est_11,24.775,,10,,,10.0,-112.6,28.0,Neutro,-0.1,SON
1981-10-01,est_12,25.4813,,10,,,11.0,-112.9,28.5,Neutro,-0.1,SON
1981-10-01,est_13,23.225,,10,,,12.0,-113.2,28.9,Neutro,-0.1,SON
1981-10-01,est_14,25.9,,10,,,13.0,-113.6,29.4,Neutro,-0.1,SON
1981-10-01,est_15,26.85,,10,,,14.0,-114.0,29.7,Neutro,-0.1,SON
1981-10-01,est_16,26.9167,,10,,,15.0,-114.5,30.2,Neutro,-0.1,SON
1981-10-01,est_17,27.5,,10,,,16.0,-114.5,30.7,Neutro,-0.1,SON
1981-10-01,est_2,28.1833,,10,,,1.0,-109.7,24.2,Neutro,-0.1,SON
1981-10-01,est_3,28.2667,,10,,,2.0,-110.1,24.6,Neutro,-0.1,SON
1981-10-01,est_4,28.05,,10,,,3.0,-110.5,24.8,Neutro,-0.1,SON
1981-10-01,est_5,28.3667,,10,,,4.0,-110.8,25.3,Neutro,-0.1,SON
1981-10-01,est_6,27.9583,,10,,,5.0,-111.1,25.8,Neutro,-0.1,SON
1981-10-01,est_7,28.5667,,10,,,6.0,-111.2,26.3,Neutro,-0.1,SON
1981-10-01,est_8,25.45,,10,,,7.0,-111.5,26.8,Neutro,-0.1,SON
1981-10-01,est_9,27.275,,10,,,8.0,-111.9,27.2,Neutro,-0.1,SON
1981-11-01,est_1,26.775,,11,,,0.0,-109.3,23.8,Neutro,-0.2,SON
1981-11-01,est_10,20.5917,,11,,,9.0,-112.3,27.6,Neutro,-0.2,SON
1981-11-01,est_11,20.0667,,11,,,10.0,-112.6,28.0,Neutro,-0.2,SON
1981-11-01,est_12,17.7188,,11,,,11.0,-112.9,28.5,Neutro,-0.2,SON
1981-11-01,est_13,18.5417,,11,,,12.0,-113.2,28.9,Neutro,-0.2,SON
1981-11-01,est_14,15.2417,,11,,,13.0,-113.6,29.4,Neutro,-0.2,SON
1981-11-01,est_15,18.3417,,11,,,14.0,-114.0,29.7,Neutro,-0.2,SON
1981-11-01,est_16,21.2583,,11,,,15.0,-114.5,30.2,Neutro,-0.2,SON
1981-11-01,est_17,22.2083,,11,,,16.0,-114.5,30.7,Neutro,-0.2,SON
1981-11-01,est_2,26.7667,,11,,,1.0,-109.7,24.2,Neutro,-0.2,SON
1981-11-01,est_3,26.8833,,11,,,2.0,-110.1,24.6,Neutro,-0.2,SON
1981-11-01,est_4,26.8583,,11,,,3.0,-110.5,24.8,Neutro,-0.2,SON
1981-11-01,est_5,25.4333,,11,,,4.0,-110.8,25.3,Neutro,-0.2,SON
1981-11-01,est_6,25.275,,11,,,5.0,-111.1,25.8,Neutro,-0.2,SON
1981-11-01,est_7,25.2667,,11,,,6.0,-111.2,26.3,Neutro,-0.2,SON
1981-11-01,est_8,20.6167,,11,,,7.0,-111.5,26.8,Neutro,-0.2,SON
1981-11-01,est_9,22.1,,11,,,8.0,-111.9,27.2,Neutro,-0.2,SON
1981-12-01,est_1,24.0667,,12,,,0.0,-109.3,23.8,Neutro,-0.1,DJF
1981-12-01,est_10,16.9417,,12,,,9.0,-112.3,27.6,Neutro,-0.1,DJF
1981-12-01,est_11,16.3167,,12,,,10.0,-112.6,28.0,Neutro,-0.1,DJF
1981-12-01,est_12,11.4188,,12,,,11.0,-112.9,28.5,Neutro,-0.1,DJF
1981-12-01,est_13,13.7333,,12,,,12.0,-113.2,28.9,Neutro,-0.1,DJF
1981-12-01,est_14,13.5667,,12,,,13.0,-113.6,29.4,Neutro,-0.1,DJF
1981-12-01,est_15,13.9917,,12,,,14.0,-114.0,29.7,Neutro,-0.1,DJF
1981-12-01,est_16,17.4833,,12,,,15.0,-114.5,30.2,Neutro,-0.1,DJF
1981-12-01,est_17,18.3083,,12,,,16.0,-114.5,30.7,Neutro,-0.1,DJF
1981-12-01,est_2,24.325,,12,,,1.0,-109.7,24.2,Neutro,-0.1,DJF
1981-12-01,est_3,22.8917,,12,,,2.0,-110.1,24.6,Neutro,-0.1,DJF
1981-12-01,est_4,22.8417,,12,,,3.0,-110.5,24.8,Neutro,-0.1,DJF
1981-12-01,est_5,21.25,,12,,,4.0,-110.8,25.3,Neutro,-0.1,DJF
1981-12-01,est_6,21.5083,,12,,,5.0,-111.1,25.8,Neutro,-0.1,DJF
1981-12-01,est_7,21.6333,,12,,,6.0,-111.2,26.3,Neutro,-0.1,DJF
1981-12-01,est_8,16.2667,,12,,,7.0,-111.5,26.8,Neutro,-0.1,DJF
1981-12-01,est_9,19.3,,12,,,8.0,-111.9,27.2,Neutro,-0.1,DJF
1982-01-01,est_1,21.0583,,1,,,0.0,-109.3,23.8,Neutro,0,DJF
1982-01-01,est_10,13.1833,,1,,,9.0,-112.3,27.6,Neutro,0,DJF
1982-01-01,est_11,14.8583,,1,,,10.0,-112.6,28.0,Neutro,0,DJF
1982-01-01,est_12,10.3688,,1,,,11.0,-112.9,28.5,Neutro,0,DJF
1982-01-01,est_13,13.2417,,1,,,12.0,-113.2,28.9,Neutro,0,DJF
1982-01-01,est_14,13.3,,1,,,13.0,-113.6,29.4,Neutro,0,DJF
1982-01-01,est_15,11.4083,,1,,,14.0,-114.0,29.7,Neutro,0,DJF
1982-01-01,est_16,15.9333,,1,,,15.0,-114.5,30.2,Neutro,0,DJF
1982-01-01,est_17,14.9,,1,,,16.0,-114.5,30.7,Neutro,0,DJF
1982-01-01,est_2,20.6833,,1,,,1.0,-109.7,24.2,Neutro,0,DJF
1982-01-01,est_3,20.5583,,1,,,2.0,-110.1,24.6,Neutro,0,DJF
1982-01-01,est_4,20.7333,,1,,,3.0,-110.5,24.8,Neutro,0,DJF
1982-01-01,est_5,18.7,,1,,,4.0,-110.8,25.3,Neutro,0,DJF
1982-01-01,est_6,15.3917,,1,,,5.0,-111.1,25.8,Neutro,0,DJF
1982-01-01,est_7,17.85,,1,,,6.0,-111.2,26.3,Neutro,0,DJF
1982-01-01,est_8,12.9,,1,,,7.0,-111.5,26.8,Neutro,0,DJF
1982-01-01,est_9,14.75,,1,,,8.0,-111.9,27.2,Neutro,0,DJF
1982-02-01,est_1,20.6583,,2,,,0.0,-109.3,23.8,Neutro,0.1,DJF
1982-02-01,est_10,15.725,,2,,,9.0,-112.3,27.6,Neutro,0.1,DJF
1982-02-01,est_11,14.5667,,2,,,10.0,-112.6,28.0,Neutro,0.1,DJF
1982-02-01,est_12,14.325,,2,,,11.0,-112.9,28.5,Neutro,0.1,DJF
1982-02-01,est_13,12.9083,,2,,,12.0,-113.2,28.9,Neutro,0.1,DJF
1982-02-01,est_14,15.4417,,2,,,13.0,-113.6,29.4,Neutro,0.1,DJF
1982-02-01,est_15,15.2083,,2,,,14.0,-114.0,29.7,Neutro,0.1,DJF
1982-02-01,est_16,15.9167,,2,,,15.0,-114.5,30.2,Neutro,0.1,DJF
1982-02-01,est_17,15.35,,2,,,16.0,-114.5,30.7,Neutro,0.1,DJF
1982-02-01,est_2,19.9,,2,,,1.0,-109.7,24.2,Neutro,0.1,DJF
1982-02-01,est_3,19.3,,2,,,2.0,-110.1,24.6,Neutro,0.1,DJF
1982-02-01,est_4,19.75,,2,,,3.0,-110.5,24.8,Neutro,0.1,DJF
1982-02-01,est_5,19.875,,2,,,4.0,-110.8,25.3,Neutro,0.1,DJF
1982-02-01,est_6,18.625,,2,,,5.0,-111.1,25.8,Neutro,0.1,DJF
1982-02-01,est_7,18.5583,,2,,,6.0,-111.2,26.3,Neutro,0.1,DJF
1982-02-01,est_8,12.8333,,2,,,7.0,-111.5,26.8,Neutro,0.1,DJF
1982-02-01,est_9,15.6167,,2,,,8.0,-111.9,27.2,Neutro,0.1,DJF
1982-03-01,est_1,21.825,,3,,,0.0,-109.3,23.8,Neutro,0.2,MAM
1982-03-01,est_10,16.7917,,3,,,9.0,-112.3,27.6,Neutro,0.2,MAM
1982-03-01,est_11,16.025,,3,,,10.0,-112.6,28.0,Neutro,0.2,MAM
1982-03-01,est_12,14.1,,3,,,11.0,-112.9,28.5,Neutro,0.2,MAM
1982-03-01,est_13,13.6333,,3,,,12.0,-113.2,28.9,Neutro,0.2,MAM
1982-03-01,est_14,14.0083,,3,,,13.0,-113.6,29.4,Neutro,0.2,MAM
1982-03-01,est_15,15.6667,,3,,,14.0,-114.0,29.7,Neutro,0.2,MAM
1982-03-01,est_16,16.1417,,3,,,15.0,-114.5,30.2,Neutro,0.2,MAM
1982-03-01,est_17,16.1167,,3,,,16.0,-114.5,30.7,Neutro,0.2,MAM
1982-03-01,est_2,21.5083,,3,,,1.0,-109.7,24.2,Neutro,0.2,MAM
1982-03-01,est_3,21.05,,3,,,2.0,-110.1,24.6,Neutro,0.2,MAM
1982-03-01,est_4,19.9917,,3,,,3.0,-110.5,24.8,Neutro,0.2,MAM
1982-03-01,est_5,20.7333,,3,,,4.0,-110.8,25.3,Neutro,0.2,MAM
1982-03-01,est_6,18.825,,3,,,5.0,-111.1,25.8,Neutro,0.2,MAM
1982-03-01,est_7,19.6333,,3,,,6.0,-111.2,26.3,Neutro,0.2,MAM
1982-03-01,est_8,17.3083,,3,,,7.0,-111.5,26.8,Neutro,0.2,MAM
1982-03-01,est_9,18.7167,,3,,,8.0,-111.9,27.2,Neutro,0.2,MAM
1982-04-01,est_1,21.925,,4,,,0.0,-109.3,23.8,Niño,0.5,MAM
1982-04-01,est_10,16.9417,,4,,,9.0,-112.3,27.6,Niño,0.5,MAM
1982-04-01,est_11,18.2417,,4,,,10.0,-112.6,28.0,Niño,0.5,MAM
1982-04-01,est_12,18.0375,,4,,,11.0,-112.9,28.5,Niño,0.5,MAM
1982-04-01,est_13,14.25,,4,,,12.0,-113.2,28.9,Niño,0.5,MAM
1982-04-01,est_14,15.1083,,4,,,13.0,-113.6,29.4,Niño,0.5,MAM
1982-04-01,est_15,16.6917,,4,,,14.0,-114.0,29.7,Niño,0.5,MAM
1982-04-01,est_16,17.2917,,4,,,15.0,-114.5,30.2,Niño,0.5,MAM
1982-04-01,est_17,17.6583,,4,,,16.0,-114.5,30.7,Niño,0.5,MAM
1982-04-01,est_2,21.05,,4,,,1.0,-109.7,24.2,Niño,0.5,MAM
1982-04-01,est_3,21.0917,,4,,,2.0,-110.1,24.6,Niño,0.5,MAM
1982-04-01,est_4,19.0917,,4,,,3.0,-110.5,24.8,Niño,0.5,MAM
1982-04-01,est_5,21.75,,4,,,4.0,-110.8,25.3,Niño,0.5,MAM
1982-04-01,est_6,18.8083,,4,,,5.0,-111.1,25.8,Niño,0.5,MAM
1982-04-01,est_7,20.9417,,4,,,6.0,-111.2,26.3,Niño,0.5,MAM
1982-04-01,est_8,18.575,,4,,,7.0,-111.5,26.8,Niño,0.5,MAM
1982-04-01,est_9,20.0917,,4,,,8.0,-111.9,27.2,Niño,0.5,MAM
1982-05-01,est_1,24.6,,5,,,0.0,-109.3,23.8,Niño,0.7,MAM
1982-05-01,est_10,17.7833,,5,,,9.0,-112.3,27.6,Niño,0.7,MAM
1982-05-01,est_11,15.0,,5,,,10.0,-112.6,28.0,Niño,0.7,MAM
1982-05-01,est_12,16.8,,5,,,11.0,-112.9,28.5,Niño,0.7,MAM
1982-05-01,est_13,15.2083,,5,,,12.0,-113.2,28.9,Niño,0.7,MAM
1982-05-01,est_14,15.325,,5,,,13.0,-113.6,29.4,Niño,0.7,MAM
1982-05-01,est_15,17.5083,,5,,,14.0,-114.0,29.7,Niño,0.7,MAM
1982-05-01,est_16,18.7667,,5,,,15.0,-114.5,30.2,Niño,0.7,MAM
1982-05-01,est_17,20.0667,,5,,,16.0,-114.5,30.7,Niño,0.7,MAM
1982-05-01,est_2,23.3917,,5,,,1.0,-109.7,24.2,Niño,0.7,MAM
1982-05-01,est_3,23.2833,,5,,,2.0,-110.1,24.6,Niño,0.7,MAM
1982-05-01,est_4,21.4583,,5,,,3.0,-110.5,24.8,Niño,0.7,MAM
1982-05-01,est_5,20.525,,5,,,4.0,-110.8,25.3,Niño,0.7,MAM
1982-05-01,est_6,21.35,,5,,,5.0,-111.1,25.8,Niño,0.7,MAM
1982-05-01,est_7,22.1667,,5,,,6.0,-111.2,26.3,Niño,0.7,MAM
1982-05-01,est_8,16.575,,5,,,7.0,-111.5,26.8,Niño,0.7,MAM
1982-05-01,est_9,21.4,,5,,,8.0,-111.9,27.2,Niño,0.7,MAM
1982-06-01,est_1,25.7083,,6,,,0.0,-109.3,23.8,Niño,0.7,JJA
1982-06-01,est_10,22.125,,6,,,9.0,-112.3,27.6,Niño,0.7,JJA
1982-06-01,est_11,21.7167,,6,,,10.0,-112.6,28.0,Niño,0.7,JJA
1982-06-01,est_12,21.6938,,6,,,11.0,-112.9,28.5,Niño,0.7,JJA
1982-06-01,est_13,17.7167,,6,,,12.0,-113.2,28.9,Niño,0.7,JJA
1982-06-01,est_14,20.425,,6,,,13.0,-113.6,29.4,Niño,0.7,JJA
1982-06-01,est_15,22.1417,,6,,,14.0,-114.0,29.7,Niño,0.7,JJA
1982-06-01,est_16,22.1917,,6,,,15.0,-114.5,30.2,Niño,0.7,JJA
1982-06-01,est_17,22.025,,6,,,16.0,-114.5,30.7,Niño,0.7,JJA
1982-06-01,est_2,24.5583,,6,,,1.0,-109.7,24.2,Niño,0.7,JJA
1982-06-01,est_3,24.6417,,6,,,2.0,-110.1,24.6,Niño,0.7,JJA
1982-06-01,est_4,24.2333,,6,,,3.0,-110.5,24.8,Niño,0.7,JJA
1982-06-01,est_5,25.2333,,6,,,4.0,-110.8,25.3,Niño,0.7,JJA
1982-06-01,est_6,25.6417,,6,,,5.0,-111.1,25.8,Niño,0.7,JJA
1982-06-01,est_7,25.85,,6,,,6.0,-111.2,26.3,Niño,0.7,JJA
1982-06-01,est_8,23.0667,,6,,,7.0,-111.5,26.8,Niño,0.7,JJA
1982-06-01,est_9,23.5167,,6,,,8.0,-111.9,27.2,Niño,0.7,JJA
1982-07-01,est_1,28.4583,,7,,,0.0,-109.3,23.8,Niño,0.8,JJA
1982-07-01,est_10,27.4333,,7,,,9.0,-112.3,27.6,Niño,0.8,JJA
1982-07-01,est_11,27.4083,,7,,,10.0,-112.6,28.0,Niño,0.8,JJA
1982-07-01,est_12,24.0188,,7,,,11.0,-112.9,28.5,Niño,0.8,JJA
1982-07-01,est_13,23.3667,,7,,,12.0,-113.2,28.9,Niño,0.8,JJA
1982-07-01,est_14,27.225,,7,,,13.0,-113.6,29.4,Niño,0.8,JJA
1982-07-01,est_15,27.4667,,7,,,14.0,-114.0,29.7,Niño,0.8,JJA
1982-07-01,est_16,28.25,,7,,,15.0,-114.5,30.2,Niño,0.8,JJA
1982-07-01,est_17,27.5583,,7,,,16.0,-114.5,30.7,Niño,0.8,JJA
1982-07-01,est_2,28.9917,,7,,,1.0,-109.7,24.2,Niño,0.8,JJA
1982-07-01,est_3,27.75,,7,,,2.0,-110.1,24.6,Niño,0.8,JJA
1982-07-01,est_4,28.35,,7,,,3.0,-110.5,24.8,Niño,0.8,JJA
1982-07-01,est_5,27.6833,,7,,,4.0,-110.8,25.3,Niño,0.8,JJA
1982-07-01,est_6,27.85,,7,,,5.0,-111.1,25.8,Niño,0.8,JJA
1982-07-01,est_7,28.725,,7,,,6.0,-111.2,26.3,Niño,0.8,JJA
1982-07-01,est_8,27.7333,,7,,,7.0,-111.5,26.8,Niño,0.8,JJA
1982-07-01,est_9,28.1833,,7,,,8.0,-111.9,27.2,Niño,0.8,JJA
1982-08-01,est_1,31.025,,8,,,0.0,-109.3,23.8,Niño,1.1,JJA
1982-08-01,est_10,30.0,,8,,,9.0,-112.3,27.6,Niño,1.1,JJA
1982-08-01,est_11,30.575,,8,,,10.0,-112.6,28.0,Niño,1.1,JJA
1982-08-01,est_12,28.575,,8,,,11.0,-112.9,28.5,Niño,1.1,JJA
1982-08-01,est_13,28.15,,8,,,12.0,-113.2,28.9,Niño,1.1,JJA
1982-08-01,est_14,28.9833,,8,,,13.0,-113.6,29.4,Niño,1.1,JJA
1982-08-01,est_15,30.8667,,8,,,14.0,-114.0,29.7,Niño,1.1,JJA
1982-08-01,est_16,31.4583,,8,,,15.0,-114.5,30.2,Niño,1.1,JJA
1982-08-01,est_17,31.25,,8,,,16.0,-114.5,30.7,Niño,1.1,JJA
1982-08-01,est_2,29.875,,8,,,1.0,-109.7,24.2,Niño,1.1,JJA
1982-08-01,est_3,30.6583,,8,,,2.0,-110.1,24.6,Niño,1.1,JJA
1982-08-01,est_4,30.3333,,8,,,3.0,-110.5,24.8,Niño,1.1,JJA
1982-08-01,est_5,30.1583,,8,,,4.0,-110.8,25.3,Niño,1.1,JJA
1982-08-01,est_6,28.7,,8,,,5.0,-111.1,25.8,Niño,1.1,JJA
1982-08-01,est_7,30.9333,,8,,,6.0,-111.2,26.3,Niño,1.1,JJA
1982-08-01,est_8,29.475,,8,,,7.0,-111.5,26.8,Niño,1.1,JJA
1982-08-01,est_9,30.1667,,8,,,8.0,-111.9,27.2,Niño,1.1,JJA
1982-09-01,est_1,32.2417,,9,,,0.0,-109.3,23.8,Niño,1.6,SON
1982-09-01,est_10,28.325,,9,,,9.0,-112.3,27.6,Niño,1.6,SON
1982-09-01,est_11,27.55,,9,,,10.0,-112.6,28.0,Niño,1.6,SON
1982-09-01,est_12,28.1625,,9,,,11.0,-112.9,28.5,Niño,1.6,SON
1982-09-01,est_13,26.975,,9,,,12.0,-113.2,28.9,Niño,1.6,SON
1982-09-01,est_14,27.05,,9,,,13.0,-113.6,29.4,Niño,1.6,SON
1982-09-01,est_15,27.3333,,9,,,14.0,-114.0,29.7,Niño,1.6,SON
1982-09-01,est_16,27.3167,,9,,,15.0,-114.5,30.2,Niño,1.6,SON
1982-09-01,est_17,28.05,,9,,,16.0,-114.5,30.7,Niño,1.6,SON
1982-09-01,est_2,31.1083,,9,,,1.0,-109.7,24.2,Niño,1.6,SON
1982-09-01,est_3,30.7917,,9,,,2.0,-110.1,24.6,Niño,1.6,SON
1982-09-01,est_4,29.3,,9,,,3.0,-110.5,24.8,Niño,1.6,SON
1982-09-01,est_5,30.925,,9,,,4.0,-110.8,25.3,Niño,1.6,SON
1982-09-01,est_6,30.1917,,9,,,5.0,-111.1,25.8,Niño,1.6,SON
1982-09-01,est_7,30.4167,,9,,,6.0,-111.2,26.3,Niño,1.6,SON
1982-09-01,est_8,29.075,,9,,,7.0,-111.5,26.8,Niño,1.6,SON
1982-09-01,est_9,28.1833,,9,,,8.0,-111.9,27.2,Niño,1.6,SON
1982-10-01,est_1,28.9667,,10,,,0.0,-109.3,23.8,Niño,2,SON
1982-10-01,est_10,25.525,,10,,,9.0,-112.3,27.6,Niño,2,SON
1982-10-01,est_11,25.6,,10,,,10.0,-112.6,28.0,Niño,2,SON
1982-10-01,est_12,24.3375,,10,,,11.0,-112.9,28.5,Niño,2,SON
1982-10-01,est_13,24.825,,10,,,12.0,-113.2,28.9,Niño,2,SON
1982-10-01,est_14,24.175,,10,,,13.0,-113.6,29.4,Niño,2,SON
1982-10-01,est_15,25.2167,,10,,,14.0,-114.0,29.7,Niño,2,SON
1982-10-01,est_16,25.975,,10,,,15.0,-114.5,30.2,Niño,2,SON
1982-10-01,est_17,25.775,,10,,,16.0,-114.5,30.7,Niño,2,SON
1982-10-01,est_2,28.9083,,10,,,1.0,-109.7,24.2,Niño,2,SON
1982-10-01,est_3,28.8667,,10,,,2.0,-110.1,24.6,Niño,2,SON
1982-10-01,est_4,28.4917,,10,,,3.0,-110.5,24.8,Niño,2,SON
1982-10-01,est_5,28.875,,10,,,4.0,-110.8,25.3,Niño,2,SON
1982-10-01,est_6,28.6417,,10,,,5.0,-111.1,25.8,Niño,2,SON
1982-10-01,est_7,27.9917,,10,,,6.0,-111.2,26.3,Niño,2,SON
1982-10-01,est_8,25.5667,,10,,,7.0,-111.5,26.8,Niño,2,SON
1982-10-01,est_9,26.075,,10,,,8.0,-111.9,27.2,Niño,2,SON
1982-11-01,est_1,26.375,,11,,,0.0,-109.3,23.8,Niño,2.2,SON
1982-11-01,est_10,21.1833,,11,,,9.0,-112.3,27.6,Niño,2.2,SON
1982-11-01,est_11,23.0583,,11,,,10.0,-112.6,28.0,Niño,2.2,SON
1982-11-01,est_12,20.3813,,11,,,11.0,-112.9,28.5,Niño,2.2,SON
1982-11-01,est_13,20.05,,11,,,12.0,-113.2,28.9,Niño,2.2,SON
1982-11-01,est_14,20.925,,11,,,13.0,-113.6,29.4,Niño,2.2,SON
1982-11-01,est_15,21.4667,,11,,,14.0,-114.0,29.7,Niño,2.2,SON
1982-11-01,est_16,21.7583,,11,,,15.0,-114.5,30.2,Niño,2.2,SON
1982-11-01,est_17,21.3083,,11,,,16.0,-114.5,30.7,Niño,2.2,SON
1982-11-01,est_2,26.3333,,11,,,1.0,-109.7,24.2,Niño,2.2,SON
1982-11-01,est_3,26.2417,,11,,,2.0,-110.1,24.6,Niño,2.2,SON
1982-11-01,est_4,26.0583,,11,,,3.0,-110.5,24.8,Niño,2.2,SON
1982-11-01,est_5,25.75,,11,,,4.0,-110.8,25.3,Niño,2.2,SON
1982-11-01,est_6,24.3917,,11,,,5.0,-111.1,25.8,Niño,2.2,SON
1982-11-01,est_7,25.0083,,11,,,6.0,-111.2,26.3,Niño,2.2,SON
1982-11-01,est_8,22.1167,,11,,,7.0,-111.5,26.8,Niño,2.2,SON
1982-11-01,est_9,23.5917,,11,,,8.0,-111.9,27.2,Niño,2.2,SON
1982-12-01,est_1,24.1833,,12,,,0.0,-109.3,23.8,Niño,2.2,DJF
1982-12-01,est_10,20.3813,,12,,,9.0,-112.3,27.6,Niño,2.2,DJF
1982-12-01,est_11,21.6,,12,,,10.0,-112.6,28.0,Niño,2.2,DJF
1982-12-01,est_12,18.15,,12,,,11.0,-112.9,28.5,Niño,2.2,DJF
1982-12-01,est_13,16.9583,,12,,,12.0,-113.2,28.9,Niño,2.2,DJF
1982-12-01,est_14,18.975,,12,,,13.0,-113.6,29.4,Niño,2.2,DJF
1982-12-01,est_15,17.4167,,12,,,14.0,-114.0,29.7,Niño,2.2,DJF
1982-12-01,est_16,18.7083,,12,,,15.0,-114.5,30.2,Niño,2.2,DJF
1982-12-01,est_17,18.825,,12,,,16.0,-114.5,30.7,Niño,2.2,DJF
1982-12-01,est_2,24.6667,,12,,,1.0,-109.7,24.2,Niño,2.2,DJF
1982-12-01,est_3,23.0333,,12,,,2.0,-110.1,24.6,Niño,2.2,DJF
1982-12-01,est_4,22.9083,,12,,,3.0,-110.5,24.8,Niño,2.2,DJF
1982-12-01,est_5,22.625,,12,,,4.0,-110.8,25.3,Niño,2.2,DJF
1982-12-01,est_6,22.6083,,12,,,5.0,-111.1,25.8,Niño,2.2,DJF
1982-12-01,est_7,21.9583,,12,,,6.0,-111.2,26.3,Niño,2.2,DJF
1982-12-01,est_8,18.475,,12,,,7.0,-111.5,26.8,Niño,2.2,DJF
1982-12-01,est_9,20.5167,,12,,,8.0,-111.9,27.2,Niño,2.2,DJF
1983-01-01,est_1,25.1333,,1,,,0.0,-109.3,23.8,Niño,2.2,DJF
1983-01-01,est_10,19.725,,1,,,9.0,-112.3,27.6,Niño,2.2,DJF
1983-01-01,est_11,20.6833,,1,,,10.0,-112.6,28.0,Niño,2.2,DJF
1983-01-01,est_12,17.4187,,1,,,11.0,-112.9,28.5,Niño,2.2,DJF
1983-01-01,est_13,15.275,,1,,,12.0,-113.2,28.9,Niño,2.2,DJF
1983-01-01,est_14,17.5833,,1,,,13.0,-113.6,29.4,Niño,2.2,DJF
1983-01-01,est_15,18.325,,1,,,14.0,-114.0,29.7,Niño,2.2,DJF
1983-01-01,est_16,18.475,,1,,,15.0,-114.5,30.2,Niño,2.2,DJF
1983-01-01,est_17,18.0583,,1,,,16.0,-114.5,30.7,Niño,2.2,DJF
1983-01-01,est_2,24.975,,1,,,1.0,-109.7,24.2,Niño,2.2,DJF
1983-01-01,est_3,23.3833,,1,,,2.0,-110.1,24.6,Niño,2.2,DJF
1983-01-01,est_4,23.075,,1,,,3.0,-110.5,24.8,Niño,2.2,DJF
1983-01-01,est_5,22.65,,1,,,4.0,-110.8,25.3,Niño,2.2,DJF
1983-01-01,est_6,22.3833,,1,,,5.0,-111.1,25.8,Niño,2.2,DJF
1983-01-01,est_7,21.9917,,1,,,6.0,-111.2,26.3,Niño,2.2,DJF
1983-01-01,est_8,20.2667,,1,,,7.0,-111.5,26.8,Niño,2.2,DJF
1983-01-01,est_9,21.0583,,1,,,8.0,-111.9,27.2,Niño,2.2,DJF
1983-02-01,est_1,24.1667,,2,,,0.0,-109.3,23.8,Niño,1.9,DJF
1983-02-01,est_10,19.7333,,2,,,9.0,-112.3,27.6,Niño,1.9,DJF
1983-02-01,est_11,20.7167,,2,,,10.0,-112.6,28.0,Niño,1.9,DJF
1983-02-01,est_12,18.3375,,2,,,11.0,-112.9,28.5,Niño,1.9,DJF
1983-02-01,est_13,17.3833,,2,,,12.0,-113.2,28.9,Niño,1.9,DJF
1983-02-01,est_14,16.7667,,2,,,13.0,-113.6,29.4,Niño,1.9,DJF
1983-02-01,est_15,17.6583,,2,,,14.0,-114.0,29.7,Niño,1.9,DJF
1983-02-01,est_16,18.3083,,2,,,15.0,-114.5,30.2,Niño,1.9,DJF
1983-02-01,est_17,18.4667,,2,,,16.0,-114.5,30.7,Niño,1.9,DJF
1983-02-01,est_2,23.6,,2,,,1.0,-109.7,24.2,Niño,1.9,DJF
1983-02-01,est_3,22.1167,,2,,,2.0,-110.1,24.6,Niño,1.9,DJF
1983-02-01,est_4,22.4083,,2,,,3.0,-110.5,24.8,Niño,1.9,DJF
1983-02-01,est_5,22.2167,,2,,,4.0,-110.8,25.3,Niño,1.9,DJF
1983-02-01,est_6,22.2583,,2,,,5.0,-111.1,25.8,Niño,1.9,DJF
1983-02-01,est_7,21.1333,,2,,,6.0,-111.2,26.3,Niño,1.9,DJF
1983-02-01,est_8,19.0333,,2,,,7.0,-111.5,26.8,Niño,1.9,DJF
